time,gFx,gFy,gFz,TgF
0.482,0.0049,0.9936,-0.32880000000000004,1.001
0.488,0.0046,0.9961,-0.32880000000000004,1.003
0.49,0.0044,0.9953,-0.3281,1.003
0.491,0.0046,0.9958,-0.32880000000000004,1.003
0.493,0.0046,0.9944,-0.32980000000000004,1.002
0.495,0.0051,0.9944,-0.3283,1.002
0.496,0.0046,0.9958,-0.3281,1.003
0.497,0.0044,0.9966,-0.32880000000000004,1.004
0.498,0.0046,0.9958,-0.3291,1.003
0.501,0.0044,0.9963,-0.3286,1.004
0.514,0.0044,0.9946,-0.32980000000000004,1.002
0.515,0.0044,0.9934,-0.32880000000000004,1.001
0.516,0.0042,0.9934,-0.3293,1.001
0.519,0.0044,0.9936,-0.33,1.001
0.521,0.0042,0.9931,-0.332,1.0
0.526,0.0044,0.9912,-0.3313,0.998
0.527,0.0042,0.9936,-0.3291,1.001
0.529,0.0042,0.9939,-0.32880000000000004,1.001
0.53,0.0042,0.9951,-0.3286,1.002
0.532,0.0044,0.9958,-0.3281,1.003
0.534,0.0056,0.9961,-0.3281,1.004
0.544,0.0046,0.9963,-0.3293,1.004
0.545,0.0046,0.9958,-0.3296,1.003
0.546,0.0046,0.9944,-0.3281,1.002
0.55,0.0042,0.9941,-0.3303,1.001
0.555,0.0039,0.9934,-0.331,1.0
0.558,0.0039,0.9929,-0.3313,1.0
0.561,0.0044,0.9936,-0.3322,1.001
0.562,0.0037,0.9924,-0.331,1.0
0.564,0.0037,0.9931,-0.3303,1.0
0.566,0.0034,0.9924,-0.33080000000000004,1.0
0.57,0.0039,0.9909,-0.33180000000000004,0.998
0.571,0.0042,0.9919,-0.33,0.9990000000000001
0.573,0.0042,0.9917,-0.3293,0.9990000000000001
0.575,0.0042,0.9922,-0.32980000000000004,0.9990000000000001
0.578,0.0046,0.9934,-0.32980000000000004,1.001
0.579,0.0044,0.9946,-0.3283,1.002
0.581,0.0049,0.9931,-0.3283,1.001
0.582,0.0051,0.9939,-0.32980000000000004,1.001
0.585,0.0046,0.9953,-0.3283,1.003
0.596,0.0046,0.9936,-0.32980000000000004,1.001
0.597,0.0044,0.9939,-0.3296,1.001
0.598,0.0046,0.9939,-0.3296,1.001
0.599,0.0044,0.9939,-0.33049999999999996,1.001
0.6,0.0046,0.9946,-0.33,1.002
0.603,0.0046,0.9946,-0.32980000000000004,1.002
0.604,0.0042,0.9926,-0.3296,1.0
0.605,0.0046,0.9931,-0.32980000000000004,1.0
0.62,0.0044,0.9926,-0.3293,1.0
0.621,0.0039,0.9922,-0.3303,0.9990000000000001
0.622,0.0039,0.9931,-0.3303,1.0
0.623,0.0037,0.9914,-0.331,0.9990000000000001
0.624,0.0029,0.9926,-0.3322,1.0
0.625,0.0042,0.9941,-0.33,1.001
0.626,0.0042,0.9931,-0.32880000000000004,1.001
0.627,0.0044,0.9939,-0.32980000000000004,1.001
0.629,0.0046,0.9941,-0.3286,1.002
0.63,0.0037,0.9926,-0.3296,1.0
0.633,0.0044,0.9944,-0.33,1.002
0.634,0.0044,0.9939,-0.3286,1.001
0.644,0.0046,0.9939,-0.3283,1.001
0.645,0.0044,0.9924,-0.3286,1.0
0.647,0.0044,0.9931,-0.3291,1.0
0.649,0.0046,0.9948,-0.32880000000000004,1.002
0.651,0.0039,0.9931,-0.3281,1.001
0.653,0.0044,0.9934,-0.3291,1.001
0.655,0.0044,0.9944,-0.33049999999999996,1.002
0.657,0.0042,0.9951,-0.33080000000000004,1.002
0.659,0.0037,0.9929,-0.331,1.0
0.661,0.0034,0.9919,-0.33049999999999996,0.9990000000000001
0.662,0.0042,0.9934,-0.332,1.0
0.664,0.0034,0.9922,-0.331,0.9990000000000001
0.667,0.0037,0.9929,-0.33249999999999996,1.0
0.67,0.0042,0.9912,-0.3296,0.998
0.672,0.0039,0.9931,-0.3322,1.0
0.674,0.0037,0.9912,-0.332,0.998
0.676,0.0039,0.9924,-0.331,1.0
0.678,0.0046,0.9912,-0.32980000000000004,0.998
0.679,0.0044,0.9922,-0.33,0.9990000000000001
0.681,0.0022,0.9929,-0.33080000000000004,1.0
0.682,0.0034,0.9922,-0.3303,0.9990000000000001
0.684,0.0034,0.9926,-0.33080000000000004,1.0
0.687,0.0034,0.9919,-0.3315000000000001,0.9990000000000001
0.69,0.0029,0.9919,-0.33,0.9990000000000001
0.692,0.0034,0.9929,-0.3313,1.0
0.694,0.0034,0.9934,-0.3296,1.001
0.696,0.0042,0.9939,-0.3296,1.001
0.698,0.0037,0.9946,-0.33,1.002
0.699,0.0022,0.9934,-0.3315000000000001,1.0
0.701,0.0029,0.9929,-0.3315000000000001,1.0
0.714,0.0027,0.9919,-0.3315000000000001,0.9990000000000001
0.715,0.0034,0.9919,-0.33049999999999996,0.9990000000000001
0.716,0.0037,0.9922,-0.3313,0.9990000000000001
0.717,0.0024,0.9926,-0.3322,1.0
0.72,0.0037,0.9926,-0.3315000000000001,1.0
0.722,0.0032,0.9917,-0.3313,0.9990000000000001
0.723,0.0034,0.9929,-0.3303,1.0
0.726,0.0034,0.9914,-0.3315000000000001,0.998
0.727,0.0037,0.9926,-0.331,1.0
0.73,0.0039,0.9919,-0.331,0.9990000000000001
0.732,0.0039,0.9919,-0.331,0.9990000000000001
0.733,0.0037,0.9929,-0.33,1.0
0.735,0.0032,0.9922,-0.3303,0.9990000000000001
0.75,0.0029,0.9936,-0.332,1.001
0.752,0.0039,0.9936,-0.33049999999999996,1.001
0.753,0.0037,0.9929,-0.33080000000000004,1.0
0.754,0.0039,0.9931,-0.33049999999999996,1.0
0.755,0.0034,0.9929,-0.332,1.0
0.756,0.0039,0.9914,-0.332,0.998
0.757,0.0037,0.9917,-0.33249999999999996,0.9990000000000001
0.758,0.0034,0.9922,-0.32880000000000004,1.0
0.759,0.0032,0.9924,-0.33,1.0
0.762,0.0037,0.9929,-0.3313,1.0
0.763,0.0042,0.9939,-0.3303,1.001
0.764,0.0039,0.9931,-0.3303,1.0
0.767,0.0037,0.9926,-0.3303,1.0
0.769,0.0032,0.9931,-0.3303,1.0
0.772,0.0039,0.9944,-0.3332,1.001
0.773,0.0044,0.9939,-0.3313,1.001
0.775,0.0042,0.9934,-0.3322,1.0
0.777,0.0042,0.9939,-0.3283,1.001
0.779,0.0037,0.9934,-0.3283,1.001
0.781,0.0037,0.9934,-0.3313,1.0
0.782,0.0039,0.9936,-0.33180000000000004,1.001
0.784,0.0032,0.9939,-0.3315000000000001,1.001
0.797,0.0046,0.9934,-0.33049999999999996,1.001
0.798,0.0037,0.9924,-0.3315000000000001,0.9990000000000001
0.799,0.0039,0.9931,-0.33,1.0
0.8,0.0027,0.9907,-0.33049999999999996,0.998
0.806,0.0034,0.9934,-0.3315000000000001,1.0
0.807,0.0029,0.9929,-0.3313,1.0
0.809,0.0015,0.9922,-0.331,0.9990000000000001
0.812,0.0042,0.9939,-0.3313,1.001
0.813,0.0027,0.9924,-0.33180000000000004,0.9990000000000001
0.815,0.0032,0.9926,-0.33180000000000004,1.0
0.817,0.0039,0.9914,-0.3313,0.9990000000000001
0.828,0.0046,0.9931,-0.3313,1.0
0.829,0.0042,0.9934,-0.33,1.001
0.83,0.0046,0.9934,-0.3303,1.001
0.831,0.0042,0.9936,-0.32980000000000004,1.001
0.833,0.0039,0.9944,-0.3313,1.001
0.835,0.0027,0.9931,-0.331,1.0
0.838,0.0032,0.9931,-0.33049999999999996,1.0
0.839,0.0039,0.9919,-0.331,0.9990000000000001
0.841,0.0032,0.9917,-0.3313,0.9990000000000001
0.843,0.0032,0.9917,-0.331,0.9990000000000001
0.845,0.0029,0.9922,-0.332,0.9990000000000001
0.847,0.0034,0.9919,-0.3313,0.9990000000000001
0.85,0.0034,0.9934,-0.33249999999999996,1.0
0.851,0.0034,0.9934,-0.33249999999999996,1.0
0.854,0.0032,0.9922,-0.3293,0.9990000000000001
0.856,0.0034,0.9934,-0.3296,1.001
0.857,0.0039,0.9929,-0.3293,1.0
0.859,0.0034,0.9931,-0.33180000000000004,1.0
0.861,0.0029,0.9939,-0.3313,1.001
0.863,0.0039,0.9919,-0.3322,0.9990000000000001
0.865,0.0029,0.9919,-0.332,0.9990000000000001
0.867,0.0044,0.9931,-0.33049999999999996,1.0
0.872,0.0044,0.9922,-0.3303,0.9990000000000001
0.874,0.0046,0.9919,-0.3291,0.9990000000000001
0.875,0.0042,0.9958,-0.3281,1.003
0.877,0.0046,0.9951,-0.3274,1.003
0.88,0.0046,0.9963,-0.32780000000000004,1.004
0.881,0.0051,0.9963,-0.32880000000000004,1.004
0.882,0.0049,0.9961,-0.32880000000000004,1.003
0.883,0.0046,0.9956,-0.3293,1.003
0.885,0.0046,0.9968,-0.3291,1.004
0.888,0.0046,0.9956,-0.3296,1.003
0.89,0.0049,0.9931,-0.33049999999999996,1.0
0.891,0.0042,0.9922,-0.33049999999999996,0.9990000000000001
0.893,0.0039,0.9919,-0.3293,0.9990000000000001
0.895,0.0034,0.9922,-0.33180000000000004,0.9990000000000001
0.897,0.0037,0.9919,-0.331,0.9990000000000001
0.9,0.0044,0.9917,-0.33049999999999996,0.9990000000000001
0.901,0.0042,0.9936,-0.32880000000000004,1.001
0.903,0.0034,0.9929,-0.3303,1.0
0.915,0.0037,0.9919,-0.33,0.9990000000000001
0.916,0.0032,0.9931,-0.3303,1.0
0.917,0.0037,0.9924,-0.3313,0.9990000000000001
0.918,0.0029,0.9926,-0.33249999999999996,1.0
0.92,0.0039,0.9929,-0.332,1.0
0.921,0.0024,0.9917,-0.3322,0.9990000000000001
0.922,0.0027,0.9912,-0.33270000000000005,0.998
0.947,0.0044,0.9917,-0.3315000000000001,0.9990000000000001
0.948,0.0037,0.9956,-0.32980000000000004,1.003
0.949,0.0042,0.9936,-0.3315000000000001,1.001
0.95,0.0039,0.9929,-0.3293,1.0
0.951,0.0039,0.9939,-0.33249999999999996,1.001
0.952,0.0029,0.9929,-0.3296,1.0
0.953,0.0042,0.9946,-0.3293,1.002
0.955,0.0039,0.9958,-0.3283,1.003
0.957,0.0044,0.9931,-0.32880000000000004,1.001
0.959,0.0039,0.9944,-0.32880000000000004,1.002
0.96,0.0039,0.9941,-0.3303,1.001
0.962,0.0044,0.9941,-0.33,1.001
0.964,0.0042,0.9936,-0.33049999999999996,1.001
0.967,0.0037,0.9944,-0.33049999999999996,1.002
0.971,0.0042,0.9956,-0.3296,1.003
0.973,0.0044,0.9946,-0.33,1.002
0.975,0.0042,0.9936,-0.3286,1.001
0.977,0.0024,0.9939,-0.3293,1.001
0.979,0.0042,0.9931,-0.33049999999999996,1.0
0.981,0.0039,0.9929,-0.33049999999999996,1.0
0.982,0.0044,0.9912,-0.33049999999999996,0.998
0.984,0.0044,0.9926,-0.32980000000000004,1.0
0.99,0.0044,0.9914,-0.33049999999999996,0.9990000000000001
0.992,0.0044,0.9931,-0.3303,1.0
0.995,0.0046,0.9936,-0.331,1.001
0.996,0.0051,0.9924,-0.33,1.0
0.997,0.0042,0.9934,-0.33,1.001
0.998,0.0037,0.9929,-0.32880000000000004,1.0
1.0,0.0039,0.9926,-0.3303,1.0
1.001,0.0037,0.9929,-0.3315000000000001,1.0
1.004,0.0039,0.9929,-0.33,1.0
1.015,0.0046,0.9929,-0.33080000000000004,1.0
1.017,0.0032,0.9926,-0.331,1.0
1.018,0.0039,0.9919,-0.3315000000000001,0.9990000000000001
1.02,0.0039,0.9929,-0.33,1.0
1.021,0.0029,0.9929,-0.331,1.0
1.046,0.0027,0.9936,-0.3303,1.001
1.047,0.0037,0.9934,-0.3322,1.0
1.048,0.0034,0.9944,-0.3315000000000001,1.001
1.049,0.0042,0.9931,-0.33180000000000004,1.0
1.05,0.0034,0.9934,-0.3313,1.0
1.051,0.0027,0.9929,-0.33249999999999996,1.0
1.052,0.0039,0.9934,-0.3315000000000001,1.0
1.053,0.0042,0.9926,-0.33180000000000004,1.0
1.056,0.0042,0.9931,-0.3293,1.0
1.058,0.0039,0.9926,-0.33,1.0
1.059,0.0044,0.9926,-0.32880000000000004,1.0
1.061,0.0037,0.9936,-0.33,1.001
1.063,0.0039,0.9929,-0.331,1.0
1.064,0.0032,0.9929,-0.331,1.0
1.067,0.0046,0.9919,-0.33049999999999996,0.9990000000000001
1.069,0.0046,0.9936,-0.32980000000000004,1.001
1.072,0.0032,0.9944,-0.3303,1.002
1.073,0.0044,0.9939,-0.3291,1.001
1.075,0.0044,0.9941,-0.3293,1.001
1.077,0.0044,0.9946,-0.32880000000000004,1.002
1.08,0.0037,0.9936,-0.33080000000000004,1.001
1.081,0.0042,0.9934,-0.3303,1.001
1.082,0.0046,0.9939,-0.33,1.001
1.084,0.0037,0.9919,-0.33049999999999996,0.9990000000000001
1.09,0.0042,0.9931,-0.33180000000000004,1.0
1.092,0.0039,0.9924,-0.3303,1.0
1.093,0.0037,0.9926,-0.33,1.0
1.094,0.0024,0.9924,-0.332,0.9990000000000001
1.096,0.0027,0.9929,-0.3313,1.0
1.097,0.0032,0.9926,-0.33180000000000004,1.0
1.099,0.0039,0.9924,-0.33270000000000005,0.9990000000000001
1.101,0.0022,0.9922,-0.332,0.9990000000000001
1.103,0.0044,0.9904,-0.3315000000000001,0.998
1.113,0.0037,0.9917,-0.33,0.9990000000000001
1.114,0.0017,0.9926,-0.3303,1.0
1.116,0.0044,0.9922,-0.3303,0.9990000000000001
1.117,0.0027,0.9924,-0.3313,0.9990000000000001
1.118,0.0034,0.9914,-0.3313,0.9990000000000001
1.119,0.0044,0.9929,-0.33080000000000004,1.0
1.12,0.0037,0.9909,-0.32980000000000004,0.998
1.122,0.0042,0.9926,-0.3276,1.0
1.123,0.0039,0.9936,-0.3283,1.001
1.138,0.002,0.9919,-0.33180000000000004,0.9990000000000001
1.139,0.0027,0.9919,-0.3313,0.9990000000000001
1.14,0.0022,0.9931,-0.3313,1.0
1.141,0.0024,0.9926,-0.3296,1.0
1.143,0.0042,0.9922,-0.3296,0.9990000000000001
1.146,0.0039,0.9939,-0.3296,1.001
1.148,0.0044,0.9931,-0.3291,1.0
1.15,0.0037,0.9924,-0.32980000000000004,1.0
1.151,0.0039,0.9929,-0.33080000000000004,1.0
1.153,0.0042,0.9941,-0.331,1.001
1.155,0.0042,0.9944,-0.3296,1.002
1.157,0.0046,0.9939,-0.3293,1.001
1.159,0.0042,0.9939,-0.3296,1.001
1.161,0.0046,0.9951,-0.3303,1.002
1.163,0.0039,0.9929,-0.3293,1.0
1.164,0.0046,0.9953,-0.3293,1.003
1.167,0.0046,0.9926,-0.32880000000000004,1.0
1.169,0.0034,0.9936,-0.3303,1.001
1.172,0.0024,0.9924,-0.33049999999999996,1.0
1.173,0.0034,0.9924,-0.32980000000000004,1.0
1.175,0.0034,0.9929,-0.32980000000000004,1.0
1.177,0.0044,0.9953,-0.3286,1.003
1.179,0.0039,0.9966,-0.32880000000000004,1.004
1.181,0.0042,0.9953,-0.3303,1.003
1.183,0.0046,0.9953,-0.3296,1.003
1.185,0.0044,0.9929,-0.33,1.0
1.187,0.0034,0.9934,-0.33049999999999996,1.001
1.191,0.0034,0.9929,-0.33080000000000004,1.0
1.192,0.0044,0.9922,-0.32980000000000004,0.9990000000000001
1.193,0.0037,0.9917,-0.33,0.9990000000000001
1.195,0.0027,0.9926,-0.33049999999999996,1.0
1.198,0.0032,0.9941,-0.33,1.001
1.199,0.0037,0.9926,-0.33049999999999996,1.0
1.201,0.0024,0.9929,-0.3293,1.0
1.203,0.0024,0.9929,-0.3286,1.0
1.217,0.0034,0.9924,-0.32980000000000004,1.0
1.236,0.0032,0.9914,-0.33080000000000004,0.9990000000000001
1.237,0.0037,0.9929,-0.32980000000000004,1.0
1.238,0.0037,0.9941,-0.3303,1.001
1.239,0.0032,0.9929,-0.3315000000000001,1.0
1.24,0.0024,0.9924,-0.3313,0.9990000000000001
1.241,0.0024,0.9917,-0.33,0.9990000000000001
1.242,0.0017,0.9926,-0.331,1.0
1.244,0.0037,0.9936,-0.33180000000000004,1.001
1.246,0.0034,0.9926,-0.3313,1.0
1.247,0.0039,0.9919,-0.331,0.9990000000000001
1.248,0.0029,0.9924,-0.3315000000000001,0.9990000000000001
1.249,0.0042,0.9917,-0.33180000000000004,0.9990000000000001
1.252,0.0034,0.9936,-0.3293,1.001
1.254,0.0039,0.9936,-0.33080000000000004,1.001
1.261,0.0042,0.9944,-0.3293,1.002
1.262,0.0039,0.9939,-0.32980000000000004,1.001
1.263,0.0039,0.9931,-0.33,1.0
1.265,0.0037,0.9922,-0.33080000000000004,0.9990000000000001
1.268,0.0034,0.9934,-0.3303,1.001
1.273,0.0039,0.9929,-0.32880000000000004,1.0
1.274,0.0039,0.9941,-0.32880000000000004,1.001
1.275,0.0022,0.9929,-0.3291,1.0
1.278,0.0037,0.9934,-0.3296,1.001
1.28,0.0034,0.9934,-0.3303,1.001
1.282,0.0034,0.9939,-0.32980000000000004,1.001
1.284,0.0039,0.9946,-0.33,1.002
1.286,0.0034,0.9931,-0.33180000000000004,1.0
1.288,0.0032,0.9929,-0.33270000000000005,1.0
1.297,0.0039,0.9936,-0.332,1.001
1.298,0.0042,0.9934,-0.331,1.0
1.299,0.0039,0.9936,-0.3293,1.001
1.304,0.0027,0.9931,-0.32980000000000004,1.0
1.305,0.0039,0.9929,-0.331,1.0
1.333,0.0027,0.9931,-0.33080000000000004,1.0
1.334,0.0027,0.9904,-0.33180000000000004,0.997
1.335,0.0027,0.9922,-0.332,0.9990000000000001
1.336,0.0029,0.9924,-0.331,1.0
1.337,0.0024,0.9939,-0.33180000000000004,1.001
1.338,0.0044,0.9934,-0.32980000000000004,1.001
1.344,0.0037,0.9931,-0.3293,1.0
1.346,0.0046,0.9934,-0.32980000000000004,1.001
1.348,0.0042,0.9936,-0.33049999999999996,1.001
1.349,0.0037,0.9934,-0.32980000000000004,1.001
1.35,0.0039,0.9934,-0.3303,1.001
1.351,0.0029,0.9931,-0.3315000000000001,1.0
1.353,0.0029,0.9926,-0.33080000000000004,1.0
1.357,0.0044,0.9929,-0.32980000000000004,1.0
1.358,0.0042,0.9931,-0.33049999999999996,1.0
1.361,0.0044,0.9944,-0.3293,1.002
1.365,0.0044,0.9929,-0.3293,1.0
1.366,0.0039,0.9926,-0.33,1.0
1.367,0.0027,0.9922,-0.33049999999999996,0.9990000000000001
1.368,0.0042,0.9939,-0.33080000000000004,1.001
1.37,0.0039,0.9926,-0.33049999999999996,1.0
1.373,0.0037,0.9919,-0.3293,0.9990000000000001
1.374,0.002,0.9934,-0.331,1.0
1.378,0.0037,0.9929,-0.33270000000000005,1.0
1.38,0.0022,0.9936,-0.33080000000000004,1.001
1.381,0.0037,0.9929,-0.3303,1.0
1.383,0.0024,0.9924,-0.3315000000000001,0.9990000000000001
1.384,0.0027,0.9926,-0.33080000000000004,1.0
1.387,0.0015,0.9926,-0.3322,1.0
1.389,0.0012,0.9929,-0.33080000000000004,1.0
1.4,0.0017,0.9922,-0.3315000000000001,0.9990000000000001
1.401,0.0017,0.9922,-0.3315000000000001,0.9990000000000001
1.402,0.0034,0.9934,-0.3303,1.001
1.403,0.0024,0.9929,-0.33080000000000004,1.0
1.404,0.001,0.9931,-0.331,1.0
1.406,0.0017,0.9924,-0.3313,0.9990000000000001
1.427,0.0005,0.9924,-0.33049999999999996,1.0
1.428,0.0012,0.9917,-0.33180000000000004,0.9990000000000001
1.429,0.0032,0.9926,-0.332,1.0
1.43,0.0037,0.9934,-0.3313,1.0
1.431,0.0034,0.9944,-0.3303,1.002
1.433,0.0029,0.9934,-0.3315000000000001,1.0
1.436,0.0024,0.9917,-0.33,0.9990000000000001
1.438,0.001,0.9914,-0.3313,0.9990000000000001
1.441,0.0015,0.9936,-0.33049999999999996,1.001
1.443,0.0032,0.9939,-0.331,1.001
1.446,0.0022,0.9924,-0.3315000000000001,0.9990000000000001
