time,gFx,gFy,gFz,TgF
0.143,0.0161,0.9941,-0.2961,1.006
0.145,0.0169,0.9956,-0.2936,1.008
0.146,0.0132,0.9926,-0.2941,1.005
0.147,0.0151,0.9919,-0.2932,1.004
0.148,0.0154,0.9931,-0.2941,1.005
0.149,0.0159,0.9934,-0.29750000000000004,1.005
0.15,0.0156,0.9939,-0.3007,1.005
0.151,0.0169,0.9951,-0.3051,1.006
0.152,0.0151,0.9912,-0.3142,1.001
0.153,0.0144,0.9907,-0.31980000000000003,0.9990000000000001
0.154,0.0149,0.9929,-0.322,1.001
0.155,0.0142,0.9926,-0.3281,1.0
0.164,0.0166,0.9956,-0.33349999999999996,1.003
0.165,0.0159,0.9936,-0.34469999999999995,0.9990000000000001
0.166,0.0171,0.9946,-0.3613,0.9990000000000001
0.168,0.0181,0.9931,-0.3635,0.997
0.17,0.0169,0.9951,-0.3684,0.9990000000000001
0.172,0.0154,0.9953,-0.37279999999999996,0.998
0.174,0.0159,0.9931,-0.3726,0.996
0.177,0.0154,0.9941,-0.3745,0.997
0.178,0.0166,0.9975,-0.3745,1.001
0.18,0.0164,0.9973,-0.3777,1.0
0.181,0.0169,0.9951,-0.3806,0.998
0.184,0.0181,0.9973,-0.38089999999999996,1.0
0.186,0.0183,0.9963,-0.37990000000000007,0.9990000000000001
0.197,0.0213,0.9956,-0.37720000000000004,0.998
0.198,0.0203,0.9951,-0.37700000000000006,0.998
0.199,0.0161,0.9924,-0.3706,0.996
0.2,0.0134,0.9936,-0.36380000000000007,0.997
0.202,0.0147,0.9926,-0.35790000000000005,0.997
0.204,0.0164,0.9917,-0.35370000000000007,0.996
0.206,0.0171,0.9931,-0.3515,0.998
0.209,0.0183,0.9931,-0.3445,0.9990000000000001
0.21,0.0188,0.9922,-0.3413,0.998
0.212,0.0173,0.9931,-0.33590000000000003,1.0
0.214,0.0151,0.9929,-0.32980000000000004,1.0
0.216,0.0144,0.9931,-0.3271,1.001
0.218,0.0142,0.9926,-0.3205,1.001
0.22,0.0142,0.9922,-0.3168,1.001
0.236,0.0122,0.9929,-0.312,1.003
0.237,0.0137,0.9934,-0.3088,1.003
0.238,0.0156,0.9939,-0.3051,1.004
0.245,0.0142,0.99,-0.3081,1.0
0.246,0.0137,0.9919,-0.3083,1.002
0.247,0.012,0.9919,-0.31070000000000003,1.002
0.248,0.0122,0.9931,-0.3103,1.003
0.249,0.0125,0.9944,-0.31170000000000003,1.004
0.25,0.0144,0.9944,-0.3149,1.004
0.252,0.0139,0.9931,-0.3161,1.002
0.254,0.0151,0.9934,-0.32,1.002
0.257,0.0176,0.9907,-0.3244,0.9990000000000001
0.258,0.0176,0.9919,-0.3276,1.0
0.26,0.0166,0.9926,-0.3303,1.0
0.262,0.0147,0.9929,-0.333,1.0
0.264,0.0139,0.9922,-0.33180000000000004,0.9990000000000001
0.266,0.0122,0.9931,-0.3342,1.0
0.268,0.0132,0.9931,-0.33659999999999995,1.0
0.27,0.0142,0.9948,-0.3383,1.001
0.273,0.0132,0.9941,-0.33859999999999996,1.0
0.274,0.0164,0.9929,-0.34149999999999997,0.9990000000000001
0.276,0.0178,0.9948,-0.34400000000000003,1.001
0.278,0.0188,0.9966,-0.34669999999999995,1.002
0.28,0.0191,0.9934,-0.34759999999999996,0.9990000000000001
0.282,0.0154,0.9931,-0.3493,0.998
0.284,0.0161,0.9926,-0.34759999999999996,0.998
0.286,0.0147,0.9924,-0.34790000000000004,0.998
0.29,0.0127,0.9936,-0.34790000000000004,0.9990000000000001
0.291,0.0125,0.9934,-0.3474,0.9990000000000001
0.292,0.0105,0.9931,-0.34469999999999995,0.9990000000000001
0.294,0.0115,0.9934,-0.3445,0.9990000000000001
0.297,0.0142,0.9939,-0.3432,1.0
0.298,0.0164,0.9948,-0.3432,1.001
0.3,0.0169,0.9944,-0.34370000000000006,1.0
0.302,0.0161,0.9936,-0.34400000000000003,0.9990000000000001
0.304,0.0149,0.9958,-0.3423,1.002
0.317,0.0144,0.9936,-0.3413,1.0
0.318,0.0151,0.9944,-0.33960000000000007,1.001
0.319,0.0142,0.9934,-0.33859999999999996,1.0
0.32,0.0144,0.9924,-0.33690000000000003,0.9990000000000001
0.321,0.0147,0.9919,-0.33659999999999995,0.998
0.323,0.0156,0.9939,-0.3364,1.0
0.325,0.0156,0.9912,-0.3364,0.998
0.326,0.0171,0.9931,-0.3374,1.0
0.328,0.0166,0.9922,-0.33790000000000003,0.9990000000000001
0.33,0.0156,0.9919,-0.3374,0.998
0.332,0.0142,0.9956,-0.33590000000000003,1.002
0.334,0.0161,0.9946,-0.33659999999999995,1.001
0.336,0.0151,0.9944,-0.33490000000000003,1.001
0.353,0.0161,0.9929,-0.3383,0.9990000000000001
0.354,0.0156,0.9919,-0.3383,0.998
0.355,0.0112,0.9939,-0.3393,1.0
0.356,0.0132,0.9936,-0.34400000000000003,0.9990000000000001
0.362,0.0169,0.9924,-0.3454,0.998
0.363,0.0139,0.9924,-0.3493,0.998
0.364,0.0137,0.9931,-0.35059999999999997,0.998
0.367,0.0142,0.9944,-0.34890000000000004,1.0
0.369,0.0144,0.9922,-0.3484,0.997
0.37,0.0132,0.9924,-0.3484,0.998
0.372,0.0122,0.9941,-0.34859999999999997,0.9990000000000001
0.377,0.0127,0.9934,-0.35080000000000006,0.998
0.378,0.0139,0.9956,-0.3501,1.001
0.379,0.0129,0.9946,-0.3503,1.0
0.38,0.0144,0.9966,-0.3501,1.002
0.382,0.0147,0.9953,-0.34959999999999997,1.0
0.384,0.0132,0.9926,-0.34690000000000004,0.998
0.386,0.0107,0.9934,-0.34759999999999996,0.9990000000000001
0.399,0.011,0.9919,-0.34759999999999996,0.997
0.4,0.0129,0.9924,-0.34890000000000004,0.998
0.401,0.0132,0.9929,-0.34570000000000006,0.998
0.402,0.0127,0.9951,-0.34490000000000004,1.001
0.403,0.012,0.9953,-0.3432,1.001
0.404,0.0129,0.9958,-0.3445,1.001
0.405,0.0139,0.9946,-0.34349999999999997,1.0
0.408,0.0159,0.9966,-0.3452,1.002
0.409,0.0169,0.9953,-0.343,1.001
0.41,0.0176,0.9944,-0.3423,1.0
0.413,0.0181,0.9939,-0.33760000000000007,1.0
0.415,0.0191,0.9941,-0.33590000000000003,1.001
0.418,0.0164,0.9917,-0.3291,0.9990000000000001
0.419,0.0159,0.9919,-0.3291,0.9990000000000001
0.421,0.0144,0.9917,-0.321,1.0
0.434,0.0107,0.9941,-0.32,1.003
0.436,0.0095,0.9953,-0.3193,1.004
0.437,0.0086,0.9958,-0.319,1.004
0.438,0.01,0.9966,-0.3171,1.005
0.439,0.0132,0.9963,-0.31860000000000005,1.005
0.44,0.0154,0.9929,-0.3142,1.002
0.441,0.0173,0.9936,-0.31470000000000004,1.003
0.442,0.0235,0.9968,-0.3105,1.0070000000000001
0.443,0.0239,0.9966,-0.31070000000000003,1.0070000000000001
0.444,0.0164,0.9895,-0.3083,1.0
0.445,0.0093,0.9909,-0.3063,1.001
0.448,0.0068,0.9917,-0.3081,1.002
0.449,0.0032,0.9904,-0.31070000000000003,1.0
0.45,0.0034,0.9914,-0.3095,1.001
0.452,0.0066,0.9914,-0.31070000000000003,1.001
0.454,0.0115,0.9944,-0.31170000000000003,1.004
0.458,0.0147,0.9975,-0.31270000000000003,1.0070000000000001
0.459,0.0144,0.9948,-0.3168,1.004
0.46,0.0156,0.9904,-0.31980000000000003,0.9990000000000001
0.462,0.0122,0.9912,-0.3256,0.9990000000000001
0.464,0.0161,0.997,-0.3283,1.005
0.466,0.0183,0.9983,-0.33049999999999996,1.006
0.468,0.0169,0.998,-0.33570000000000005,1.005
0.47,0.0169,0.9922,-0.3361,0.9990000000000001
0.474,0.0159,0.9892,-0.3371,0.996
0.476,0.0142,0.9936,-0.34080000000000005,1.0
0.478,0.0142,0.9978,-0.3454,1.003
0.479,0.0132,0.9983,-0.34790000000000004,1.004
0.481,0.0117,0.9934,-0.3542,0.998
0.483,0.0142,0.9914,-0.3555,0.996
0.484,0.0151,0.9909,-0.3576,0.995
0.486,0.0159,0.9939,-0.3584,0.998
0.488,0.0181,0.9934,-0.36279999999999996,0.997
0.491,0.0166,0.9931,-0.36569999999999997,0.997
0.492,0.0144,0.9931,-0.36600000000000005,0.997
0.494,0.0122,0.9966,-0.36669999999999997,1.0
0.497,0.0132,0.9948,-0.3655,0.9990000000000001
0.498,0.0127,0.9966,-0.36500000000000005,1.0
0.5,0.0129,0.9946,-0.3633,0.998
0.502,0.0142,0.9929,-0.3633,0.997
0.504,0.0149,0.9939,-0.36690000000000006,0.997
0.517,0.0181,0.9966,-0.36790000000000006,1.0
0.518,0.0193,0.9956,-0.3664,0.9990000000000001
0.519,0.0178,0.9934,-0.3645,0.997
0.52,0.0132,0.9968,-0.35810000000000003,1.001
0.522,0.0127,0.9919,-0.3525,0.997
0.524,0.012,0.9929,-0.3503,0.998
0.526,0.0117,0.9917,-0.3474,0.997
0.528,0.0129,0.9926,-0.3452,0.998
0.53,0.0134,0.9936,-0.34080000000000005,1.0
0.532,0.0117,0.9926,-0.33760000000000007,0.9990000000000001
0.534,0.0117,0.9934,-0.33370000000000005,1.0
0.537,0.0134,0.9931,-0.3249,1.001
0.539,0.0125,0.9948,-0.3249,1.003
0.559,0.0125,0.9948,-0.31860000000000005,1.004
0.56,0.0125,0.9953,-0.3054,1.006
0.561,0.0112,0.9919,-0.2939,1.004
0.562,0.0149,0.9931,-0.2922,1.006
0.564,0.0129,0.9922,-0.2929,1.005
0.566,0.0132,0.9924,-0.2941,1.005
0.568,0.0125,0.9926,-0.2973,1.004
0.57,0.0127,0.9917,-0.299,1.003
0.572,0.0139,0.9944,-0.3034,1.005
0.575,0.0139,0.9934,-0.30760000000000004,1.004
0.577,0.0132,0.9926,-0.31,1.003
0.578,0.0132,0.9924,-0.31829999999999997,1.001
0.58,0.0132,0.9929,-0.32270000000000004,1.001
0.583,0.0122,0.9926,-0.32780000000000004,1.0
0.584,0.0127,0.9922,-0.33370000000000005,0.9990000000000001
0.586,0.0142,0.9909,-0.33659999999999995,0.998
0.588,0.0139,0.9912,-0.341,0.997
0.591,0.0142,0.9956,-0.3462,1.001
0.593,0.0149,0.9931,-0.34790000000000004,0.998
0.594,0.0132,0.9929,-0.3525,0.998
0.599,0.0147,0.9926,-0.3533,0.997
0.6,0.0129,0.9917,-0.3564,0.996
0.602,0.0122,0.9931,-0.35890000000000005,0.997
0.604,0.0129,0.9956,-0.36180000000000007,1.0
0.621,0.0129,0.9966,-0.3645,1.0
0.623,0.0144,0.9956,-0.36469999999999997,0.9990000000000001
0.625,0.0142,0.9924,-0.36300000000000004,0.996
0.626,0.0154,0.9922,-0.3625,0.996
0.627,0.0176,0.9909,-0.36380000000000007,0.995
0.629,0.0173,0.9931,-0.3633,0.997
0.63,0.0164,0.9951,-0.36180000000000007,0.9990000000000001
0.631,0.0181,0.9948,-0.36279999999999996,0.9990000000000001
0.632,0.0183,0.9924,-0.3625,0.996
0.655,0.0144,0.9934,-0.35669999999999996,0.998
0.656,0.0147,0.9946,-0.35500000000000004,0.9990000000000001
0.657,0.0139,0.9948,-0.34859999999999997,1.0
0.658,0.0137,0.9939,-0.33790000000000003,1.0
0.659,0.0144,0.9929,-0.3281,1.0
0.664,0.0122,0.9983,-0.3195,1.0070000000000001
0.666,0.0137,0.989,-0.30760000000000004,0.9990000000000001
0.668,0.0139,0.9912,-0.3039,1.002
0.67,0.0147,0.9931,-0.3034,1.004
0.672,0.012,0.9963,-0.301,1.0070000000000001
0.675,0.012,0.9956,-0.3019,1.0070000000000001
0.677,0.0125,0.9951,-0.3022,1.006
0.678,0.0107,0.9946,-0.3044,1.005
0.681,0.0127,0.9944,-0.3061,1.005
0.682,0.0142,0.9909,-0.3081,1.001
0.684,0.0137,0.9917,-0.3081,1.002
0.686,0.0156,0.9914,-0.3132,1.001
0.688,0.0178,0.9912,-0.3181,1.0
0.7,0.0164,0.9929,-0.3225,1.001
0.701,0.0161,0.9924,-0.33590000000000003,0.9990000000000001
0.702,0.0171,0.9907,-0.36010000000000003,0.995
0.704,0.0159,0.9941,-0.36669999999999997,0.998
0.708,0.0142,0.997,-0.36769999999999997,1.001
0.711,0.0137,0.9975,-0.37300000000000005,1.001
0.712,0.0144,0.9966,-0.37700000000000006,0.9990000000000001
0.713,0.0134,0.9956,-0.3787,0.998
0.715,0.0137,0.99,-0.3784,0.993
0.719,0.0149,0.9895,-0.3784,0.992
0.72,0.0166,0.9931,-0.3784,0.996
0.721,0.0154,0.9975,-0.37720000000000004,1.0
0.723,0.0154,0.9975,-0.37600000000000006,1.0
0.738,0.0176,0.9936,-0.3735,0.997
0.741,0.0169,0.9875,-0.37079999999999996,0.991
0.742,0.0115,0.9907,-0.3603,0.995
0.743,0.0142,0.9992,-0.3542,1.004
0.744,0.0134,0.9988,-0.3533,1.004
0.745,0.0149,0.9929,-0.3445,0.9990000000000001
0.746,0.0137,0.9914,-0.33349999999999996,0.998
0.747,0.0137,0.9922,-0.3286,1.0
0.748,0.0164,0.9951,-0.323,1.003
0.749,0.0151,0.9985,-0.3181,1.0070000000000001
0.75,0.0171,0.9865,-0.299,0.998
0.751,0.0142,0.9941,-0.28750000000000003,1.0070000000000001
0.753,0.0122,0.9978,-0.2863,1.011
0.755,0.0088,0.9966,-0.2836,1.01
0.758,0.0071,0.9851,-0.27899999999999997,1.0
0.761,0.0083,0.9858,-0.2748,1.001
0.763,0.0125,0.988,-0.27020000000000005,1.004
0.764,0.0132,0.9983,-0.2741,1.014
0.765,0.0129,1.0029,-0.2751,1.018
0.766,0.0142,0.9926,-0.2787,1.0070000000000001
0.768,0.0127,0.9839,-0.27899999999999997,0.9990000000000001
0.77,0.0115,0.9851,-0.27730000000000005,1.0
0.772,0.0054,0.9961,-0.2953,1.008
0.775,0.0042,0.9992,-0.309,1.0090000000000001
0.778,0.0169,1.0017,-0.3266,1.0090000000000001
0.78,0.0249,0.9882,-0.3271,0.996
0.782,0.0318,0.9841,-0.3271,0.992
0.784,0.033,0.9846,-0.3286,0.993
0.786,0.022,0.9931,-0.3291,1.001
0.788,0.0098,0.9997,-0.33760000000000007,1.006
0.791,0.0046,0.9992,-0.34669999999999995,1.005
0.792,-0.002,0.9956,-0.3542,1.0
0.794,-0.0049,0.9934,-0.35690000000000005,0.998
0.796,0.001,0.9868,-0.36079999999999995,0.991
0.798,0.0103,0.9902,-0.3606,0.9940000000000001
0.8,0.0147,0.9958,-0.3635,1.0
0.802,0.023,1.0002,-0.36600000000000005,1.004
0.804,0.0235,0.9963,-0.3704,1.0
0.806,0.0247,0.987,-0.37279999999999996,0.99
0.818,0.0178,0.9846,-0.3723,0.988
0.819,0.0127,0.9973,-0.3787,1.0
0.82,0.0132,0.9946,-0.39189999999999997,0.996
0.821,0.0112,0.9924,-0.3906,0.9940000000000001
0.822,0.0176,0.9875,-0.39310000000000006,0.9890000000000001
0.826,0.0318,0.9939,-0.418,0.995
0.836,0.0286,0.9963,-0.4231,0.997
0.837,0.0181,0.9953,-0.39840000000000003,0.997
0.838,0.0037,0.9988,-0.36669999999999997,1.002
0.84,0.0015,0.9997,-0.3603,1.004
0.843,-0.0034,0.9924,-0.35500000000000004,0.997
0.864,0.0046,0.9992,-0.3371,1.006
0.865,0.0059,1.001,-0.3332,1.008
0.867,0.0122,0.9975,-0.3256,1.005
0.869,0.0227,0.9909,-0.3054,1.002
0.87,0.0247,0.9868,-0.29460000000000003,0.9990000000000001
0.871,0.0225,0.9858,-0.2812,1.0
0.872,0.0173,0.9897,-0.25630000000000003,1.0090000000000001
0.873,0.0144,0.99,-0.2504,1.01
0.874,0.0105,0.9897,-0.24010000000000004,1.012
0.875,0.0049,0.9904,-0.2272,1.015
0.877,0.0037,0.9897,-0.2267,1.015
0.878,0.0044,0.9924,-0.2247,1.018
0.879,0.0103,0.9902,-0.23159999999999997,1.014
0.882,0.0129,0.9909,-0.23820000000000002,1.013
0.884,0.0166,0.9907,-0.24480000000000002,1.012
0.885,0.0156,0.9907,-0.2499,1.011
0.886,0.0156,0.9912,-0.25720000000000004,1.01
0.888,0.0156,0.9922,-0.2604,1.01
0.892,0.0112,0.9895,-0.27020000000000005,1.006
0.894,0.0088,0.9924,-0.28040000000000004,1.0070000000000001
0.895,0.01,0.9926,-0.2863,1.006
0.898,0.0081,0.9922,-0.3034,1.003
0.899,0.0081,0.9922,-0.3034,1.003
0.9,0.0098,0.9907,-0.3171,1.0
0.902,0.0112,0.9926,-0.331,1.0
0.904,0.0122,0.9922,-0.33960000000000007,0.998
0.907,0.0137,0.9936,-0.3533,0.998
0.918,0.0154,0.9926,-0.3672,0.996
0.919,0.0144,0.9924,-0.38920000000000005,0.9940000000000001
0.943,0.0147,0.9939,-0.4097,0.995
0.944,0.012,0.9944,-0.4126,0.995
0.945,0.0117,0.9934,-0.4219,0.9940000000000001
0.946,0.0154,0.9946,-0.4156,0.995
0.947,0.0142,0.9948,-0.3884,0.997
0.949,0.0147,0.9934,-0.3726,0.997
0.95,0.0132,0.9939,-0.3664,0.997
0.952,0.0127,0.9936,-0.35370000000000007,0.998
0.954,0.0139,0.9914,-0.34049999999999997,0.998
0.959,0.0125,0.9917,-0.3286,0.9990000000000001
0.96,0.012,0.9931,-0.322,1.001
0.962,0.0125,0.9929,-0.3044,1.004
0.964,0.0132,0.9936,-0.2927,1.006
0.966,0.0132,0.9912,-0.2878,1.004
0.968,0.0137,0.9922,-0.2785,1.0070000000000001
0.97,0.0142,0.9926,-0.26820000000000005,1.0090000000000001
0.972,0.0164,0.9934,-0.26530000000000004,1.011
0.975,0.0142,0.9926,-0.257,1.011
0.976,0.0147,0.9907,-0.25110000000000005,1.011
0.979,0.0137,0.9914,-0.24820000000000003,1.012
0.98,0.0139,0.9904,-0.24480000000000002,1.012
0.982,0.0142,0.9909,-0.24430000000000002,1.012
0.984,0.0134,0.9909,-0.24380000000000002,1.012
0.986,0.0129,0.9902,-0.24359999999999998,1.012
0.989,0.0134,0.9895,-0.24359999999999998,1.011
0.991,0.0139,0.9909,-0.24869999999999998,1.011
0.993,0.0129,0.9912,-0.2516,1.011
0.996,0.0159,0.9892,-0.2575,1.008
0.999,0.0147,0.9914,-0.26530000000000004,1.0090000000000001
1.0,0.0164,0.9902,-0.2697,1.0070000000000001
1.001,0.0142,0.9922,-0.2787,1.0070000000000001
1.003,0.0129,0.9922,-0.2883,1.005
1.004,0.0129,0.9919,-0.2929,1.004
1.006,0.0129,0.9934,-0.3049,1.004
1.009,0.0129,0.9929,-0.3105,1.003
1.023,0.0142,0.9931,-0.3222,1.001
1.025,0.0134,0.9926,-0.33370000000000005,1.0
1.026,0.0127,0.9922,-0.3393,0.998
1.028,0.0144,0.9922,-0.35590000000000005,0.997
1.029,0.0144,0.9922,-0.35590000000000005,0.997
1.031,0.0139,0.9924,-0.37700000000000006,0.995
1.032,0.0129,0.9931,-0.3818,0.996
1.033,0.0147,0.9926,-0.38989999999999997,0.995
1.034,0.0149,0.9934,-0.3958,0.995
1.035,0.0149,0.9939,-0.3977,0.995
1.037,0.0142,0.9948,-0.4038,0.996
1.038,0.0134,0.9951,-0.4058,0.996
1.039,0.0142,0.9936,-0.40820000000000006,0.995
1.042,0.0142,0.9926,-0.4097,0.9940000000000001
1.049,0.0164,0.9939,-0.4068,0.995
1.05,0.0161,0.9934,-0.3989,0.995
1.052,0.0161,0.9944,-0.38889999999999997,0.996
1.054,0.0159,0.9941,-0.37889999999999996,0.997
1.056,0.0161,0.9929,-0.37500000000000006,0.996
1.059,0.0161,0.9934,-0.36469999999999997,0.997
1.06,0.0166,0.9917,-0.35810000000000003,0.996
1.062,0.0154,0.9936,-0.3481,0.9990000000000001
1.064,0.0154,0.9939,-0.3383,1.0
1.066,0.0176,0.9934,-0.332,1.001
1.068,0.0164,0.9924,-0.32270000000000004,1.001
1.07,0.0154,0.9931,-0.3171,1.002
1.072,0.0161,0.9941,-0.3041,1.005
1.074,0.0137,0.9936,-0.2949,1.006
1.077,0.0137,0.9929,-0.2848,1.0070000000000001
1.079,0.0149,0.9931,-0.2817,1.0070000000000001
1.08,0.0159,0.9924,-0.2736,1.008
1.082,0.0156,0.9922,-0.27020000000000005,1.008
1.084,0.0144,0.9926,-0.2646,1.01
1.086,0.0144,0.9914,-0.2621,1.0090000000000001
1.088,0.0144,0.9909,-0.2585,1.0090000000000001
1.09,0.0151,0.9924,-0.25630000000000003,1.011
1.096,0.0137,0.9917,-0.2555,1.011
1.097,0.0147,0.9919,-0.25579999999999997,1.011
1.098,0.0144,0.9934,-0.2577,1.012
1.1,0.0132,0.9931,-0.2629,1.011
1.102,0.0137,0.9931,-0.2646,1.01
1.104,0.0134,0.9929,-0.2699,1.0090000000000001
1.106,0.0137,0.9926,-0.277,1.008
1.123,0.0127,0.9904,-0.28140000000000004,1.005
1.124,0.0149,0.9926,-0.2878,1.006
1.125,0.0154,0.9926,-0.311,1.002
1.126,0.0129,0.9929,-0.3361,0.9990000000000001
1.131,0.0149,0.9929,-0.35200000000000004,0.998
1.132,0.0161,0.9948,-0.36569999999999997,0.9990000000000001
1.134,0.0156,0.9939,-0.37790000000000007,0.997
1.138,0.0166,0.9922,-0.38699999999999996,0.9940000000000001
1.139,0.0166,0.9922,-0.38699999999999996,0.9940000000000001
1.14,0.0161,0.9944,-0.39330000000000004,0.996
1.144,0.0161,0.9929,-0.39499999999999996,0.995
1.145,0.0164,0.9934,-0.39840000000000003,0.995
1.146,0.0169,0.9934,-0.40040000000000003,0.995
1.148,0.0161,0.9946,-0.40140000000000003,0.996
1.15,0.0156,0.9926,-0.40040000000000003,0.9940000000000001
1.152,0.0161,0.9929,-0.3977,0.9940000000000001
1.154,0.0159,0.9936,-0.3965,0.995
1.156,0.0173,0.9931,-0.3926,0.995
1.16,0.0173,0.9948,-0.38789999999999997,0.997
1.161,0.0171,0.9936,-0.38310000000000005,0.996
1.163,0.0173,0.9941,-0.3774,0.997
1.164,0.0171,0.9934,-0.3726,0.997
1.167,0.0151,0.9926,-0.36600000000000005,0.996
1.169,0.0154,0.9934,-0.3562,0.998
1.17,0.0149,0.9926,-0.35080000000000006,0.998
1.172,0.0142,0.9926,-0.34370000000000006,0.998
1.174,0.0142,0.9939,-0.332,1.001
1.178,0.0154,0.9948,-0.3283,1.002
1.18,0.0161,0.9939,-0.32,1.002
1.181,0.0164,0.9944,-0.3142,1.004
1.182,0.0161,0.9912,-0.3049,1.002
1.184,0.0144,0.9917,-0.29750000000000004,1.003
1.187,0.0142,0.9919,-0.2912,1.005
1.189,0.0125,0.9907,-0.2841,1.005
1.19,0.0137,0.9907,-0.2807,1.005
1.193,0.0147,0.9917,-0.276,1.0070000000000001
1.197,0.0147,0.9917,-0.2719,1.008
1.199,0.0151,0.99,-0.2675,1.0070000000000001
1.201,0.0159,0.9895,-0.2665,1.006
1.202,0.0144,0.9922,-0.2648,1.0090000000000001
1.204,0.0139,0.9936,-0.2651,1.011
1.206,0.0151,0.9929,-0.2665,1.01
1.22,0.0147,0.9922,-0.2685,1.0090000000000001
1.227,0.0137,0.9909,-0.2709,1.0070000000000001
1.228,0.0154,0.9907,-0.27340000000000003,1.006
1.229,0.0144,0.9895,-0.2782,1.004
1.23,0.0144,0.9897,-0.2826,1.004
1.233,0.0156,0.9909,-0.2883,1.004
1.234,0.0137,0.9941,-0.30150000000000005,1.005
1.236,0.0149,0.9922,-0.3095,1.002
1.237,0.0139,0.9941,-0.3212,1.003
1.254,0.0181,0.9948,-0.35790000000000005,0.9990000000000001
1.255,0.0166,0.9939,-0.36500000000000005,0.998
1.256,0.0164,0.9958,-0.37400000000000005,0.9990000000000001
1.257,0.0154,0.9929,-0.3897,0.995
1.258,0.0176,0.9934,-0.39189999999999997,0.995
1.263,0.0176,0.9934,-0.39189999999999997,0.995
1.264,0.0169,0.9936,-0.39089999999999997,0.996
1.267,0.0164,0.9961,-0.3828,0.998
1.268,0.0176,0.9929,-0.3777,0.996
1.271,0.0176,0.9948,-0.3745,0.998
1.272,0.0156,0.9939,-0.3686,0.997
1.274,0.0154,0.9936,-0.3642,0.997
1.278,0.0173,0.9934,-0.35669999999999996,0.998
1.279,0.0142,0.9926,-0.3513,0.998
1.281,0.0147,0.9931,-0.3454,0.9990000000000001
1.282,0.0161,0.9939,-0.3361,1.0
1.284,0.0151,0.9931,-0.3315000000000001,1.0
1.287,0.0161,0.9931,-0.3256,1.001
1.288,0.0156,0.9931,-0.3159,1.002
1.29,0.0154,0.9936,-0.3115,1.003
1.299,0.0147,0.9931,-0.3027,1.004
1.3,0.0149,0.9924,-0.288,1.006
1.303,0.0149,0.9917,-0.27999999999999997,1.006
1.305,0.0142,0.9919,-0.2775,1.0070000000000001
1.306,0.0147,0.9907,-0.27530000000000004,1.006
1.308,0.0137,0.9922,-0.27430000000000004,1.008
1.337,0.0149,0.9907,-0.2729,1.0070000000000001
1.338,0.0151,0.9926,-0.2736,1.008
1.339,0.0149,0.9919,-0.276,1.0070000000000001
1.34,0.0149,0.9919,-0.2866,1.005
1.341,0.0147,0.9919,-0.3129,1.001
1.346,0.0164,0.9931,-0.3403,0.9990000000000001
1.347,0.0144,0.9924,-0.34590000000000004,0.998
1.348,0.0142,0.9941,-0.3542,0.9990000000000001
1.349,0.0144,0.9926,-0.3586,0.997
1.35,0.0159,0.9946,-0.3623,0.9990000000000001
1.353,0.0166,0.9936,-0.36690000000000006,0.997
1.355,0.0171,0.9939,-0.3723,0.997
1.357,0.0161,0.9931,-0.37479999999999997,0.996
