time,gFx,gFy,gFz,TgF
0.195000,0.0056,1.0017,-0.0787,1.005
0.197000,0.0061,1.0017,-0.0938,1.006
0.198000,0.0054,1.0005,-0.1036,1.006
0.200000,0.0054,1.0019,-0.1153,1.009
0.202000,0.0064,1.0024,-0.1222,1.010
0.204000,0.0064,1.0039,-0.1319,1.013
0.210000,0.0076,1.0054,-0.1397,1.015
0.234000,0.0088,1.0039,-0.1463,1.015
0.235000,0.0086,1.0036,-0.1481,1.015
0.235000,0.0078,1.0046,-0.1493,1.016
0.235000,0.0073,1.0039,-0.1490,1.015
0.236000,0.0066,1.0029,-0.1432,1.013
0.236000,0.0071,1.0039,-0.1412,1.014
0.236000,0.0059,1.0034,-0.1349,1.012
0.237000,0.0081,1.0036,-0.1246,1.011
0.237000,0.0083,1.0027,-0.1192,1.010
0.237000,0.0086,1.0036,-0.1055,1.009
0.238000,0.0086,1.0049,-0.0975,1.010
0.238000,0.0064,1.0049,-0.0843,1.008
0.238000,0.0056,1.0049,-0.0621,1.007
0.239000,0.0066,1.0044,-0.0520,1.006
0.239000,0.0056,1.0034,-0.0313,1.004
0.239000,0.0051,1.0007,-0.0110,1.001
0.259000,0.0049,1.0007,-0.0032,1.001
0.259000,0.0049,1.0012,0.0161,1.001
0.260000,0.0049,1.0012,0.0257,1.002
0.260000,0.0056,1.0017,0.0459,1.003
0.260000,0.0051,1.0005,0.0665,1.003
0.261000,0.0051,1.0034,0.0760,1.006
0.261000,0.0049,1.0007,0.0931,1.005
0.261000,0.0049,1.0007,0.1024,1.006
0.262000,0.0046,1.0002,0.1170,1.007
0.262000,0.0046,0.9990,0.1290,1.007
0.262000,0.0049,0.9985,0.1344,1.008
0.263000,0.0044,1.0007,0.1444,1.011
0.271000,0.0039,1.0000,0.1517,1.011
0.271000,0.0042,0.9995,0.1554,1.012
0.272000,0.0042,0.9992,0.1595,1.012
0.272000,0.0042,0.9992,0.1595,1.012
0.272000,0.0037,1.0002,0.1590,1.013
0.274000,0.0039,0.9990,0.1549,1.011
0.276000,0.0039,1.0002,0.1547,1.012
0.283000,0.0032,0.9988,0.1481,1.010
0.283000,0.0034,1.0002,0.1444,1.011
0.283000,0.0046,1.0005,0.1339,1.009
0.287000,0.0046,1.0019,0.1219,1.009
0.289000,0.0042,1.0017,0.1143,1.008
0.289000,0.0044,1.0019,0.0994,1.007
0.290000,0.0044,1.0017,0.0843,1.005
0.292000,0.0046,1.0024,0.0760,1.005
0.303000,0.0046,1.0007,0.0572,1.002
0.304000,0.0056,0.9988,0.0476,1.000
0.304000,0.0046,1.0010,0.0288,1.001
0.305000,0.0049,1.0010,0.0095,1.001
0.305000,0.0046,1.0017,0.0010,1.002
0.305000,0.0059,1.0014,-0.0164,1.002
0.306000,0.0051,1.0000,-0.0252,1.000
0.308000,0.0046,1.0010,-0.0450,1.002
0.310000,0.0066,1.0017,-0.0611,1.004
0.321000,0.0064,1.0019,-0.0706,1.004
0.322000,0.0076,1.0012,-0.0845,1.005
0.323000,0.0076,1.0036,-0.0904,1.008
0.323000,0.0081,1.0051,-0.1033,1.010
0.324000,0.0081,1.0056,-0.1129,1.012
0.324000,0.0081,1.0039,-0.1165,1.011
0.325000,0.0093,1.0049,-0.1256,1.013
0.326000,0.0086,1.0051,-0.1290,1.013
0.330000,0.0078,1.0061,-0.1285,1.014
0.332000,0.0071,1.0068,-0.1288,1.015
0.334000,0.0073,1.0054,-0.1275,1.013
0.335000,0.0076,1.0036,-0.1239,1.011
0.336000,0.0078,1.0029,-0.1192,1.010
0.338000,0.0081,1.0034,-0.1151,1.010
0.340000,0.0076,1.0041,-0.1038,1.010
0.342000,0.0071,1.0017,-0.0994,1.007
0.354000,0.0073,1.0014,-0.0862,1.005
0.356000,0.0066,1.0049,-0.0728,1.008
0.357000,0.0078,1.0034,-0.0667,1.006
0.357000,0.0071,1.0014,-0.0498,1.003
0.358000,0.0049,1.0022,-0.0327,1.003
0.359000,0.0049,1.0022,-0.0249,1.002
0.360000,0.0054,1.0022,-0.0061,1.002
0.361000,0.0056,1.0010,0.0015,1.001
0.362000,0.0046,1.0010,0.0193,1.001
0.363000,0.0046,1.0017,0.0384,1.002
0.365000,0.0046,1.0010,0.0462,1.002
0.366000,0.0044,1.0010,0.0640,1.003
0.369000,0.0044,0.9990,0.0709,1.002
0.371000,0.0044,0.9990,0.0865,1.003
0.373000,0.0039,0.9997,0.0997,1.005
0.374000,0.0042,1.0002,0.1055,1.006
0.376000,0.0044,0.9990,0.1168,1.006
0.379000,0.0046,0.9997,0.1278,1.008
0.381000,0.0044,0.9995,0.1300,1.008
0.382000,0.0044,0.9992,0.1344,1.008
0.384000,0.0037,1.0000,0.1361,1.009
0.386000,0.0046,0.9985,0.1388,1.008
0.390000,0.0044,0.9992,0.1395,1.009
0.390000,0.0044,0.9992,0.1395,1.009
0.391000,0.0034,0.9997,0.1371,1.009
0.394000,0.0039,0.9995,0.1341,1.008
0.406000,0.0042,0.9988,0.1290,1.007
0.407000,0.0054,0.9978,0.1212,1.005
0.407000,0.0046,0.9990,0.1173,1.006
0.408000,0.0046,0.9995,0.1060,1.005
0.408000,0.0046,0.9992,0.0936,1.004
0.408000,0.0051,0.9978,0.0865,1.002
0.409000,0.0046,0.9975,0.0711,1.000
0.410000,0.0049,0.9990,0.0640,1.001
0.414000,0.0046,1.0012,0.0476,1.002
0.415000,0.0049,1.0000,0.0320,1.001
0.416000,0.0046,0.9995,0.0220,1.000
0.418000,0.0046,1.0014,0.0059,1.001
0.420000,0.0046,1.0014,-0.0042,1.001
0.422000,0.0046,1.0027,-0.0173,1.003
0.424000,0.0049,1.0019,-0.0335,1.003
0.426000,0.0061,1.0032,-0.0418,1.004
0.441000,0.0056,1.0017,-0.0555,1.003
0.442000,0.0083,1.0027,-0.0704,1.005
0.442000,0.0066,1.0022,-0.0748,1.005
0.443000,0.0076,1.0032,-0.0853,1.007
0.443000,0.0064,1.0041,-0.0911,1.008
0.443000,0.0073,1.0024,-0.0997,1.007
0.444000,0.0078,1.0039,-0.1058,1.009
0.444000,0.0076,1.0032,-0.1063,1.009
0.444000,0.0059,1.0012,-0.1095,1.007
0.449000,0.0064,1.0034,-0.1092,1.009
0.451000,0.0068,1.0027,-0.1087,1.009
0.451000,0.0061,1.0027,-0.1063,1.008
0.452000,0.0068,1.0027,-0.1051,1.008
0.454000,0.0078,1.0034,-0.0982,1.008
0.456000,0.0071,1.0034,-0.0919,1.008
0.458000,0.0078,1.0024,-0.0860,1.006
0.460000,0.0076,1.0022,-0.0787,1.005
0.463000,0.0066,1.0027,-0.0723,1.005
0.465000,0.0066,1.0014,-0.0594,1.003
0.466000,0.0064,1.0005,-0.0442,1.001
0.468000,0.0054,1.0010,-0.0369,1.002
0.470000,0.0051,1.0022,-0.0222,1.002
0.472000,0.0046,1.0007,-0.0127,1.001
0.474000,0.0049,1.0010,-0.0015,1.001
0.476000,0.0046,1.0017,0.0149,1.002
0.480000,0.0059,1.0017,0.0242,1.002
0.481000,0.0046,1.0041,0.0381,1.005
0.482000,0.0046,1.0012,0.0528,1.003
0.484000,0.0056,1.0010,0.0601,1.003
0.486000,0.0046,1.0017,0.0745,1.004
0.488000,0.0044,1.0007,0.0814,1.004
0.490000,0.0044,1.0010,0.0909,1.005
0.492000,0.0046,1.0002,0.1019,1.005
0.494000,0.0046,0.9997,0.1053,1.005
0.497000,0.0037,1.0000,0.1129,1.006
0.499000,0.0042,1.0010,0.1153,1.008
0.501000,0.0042,1.0014,0.1204,1.009
0.502000,0.0042,1.0002,0.1229,1.008
0.505000,0.0039,1.0012,0.1226,1.009
0.506000,0.0044,1.0024,0.1248,1.010
0.510000,0.0046,1.0005,0.1229,1.008
0.526000,0.0039,0.9995,0.1207,1.007
0.528000,0.0042,1.0014,0.1168,1.008
0.530000,0.0046,1.0005,0.1126,1.007
0.531000,0.0054,1.0010,0.1063,1.007
0.532000,0.0046,1.0000,0.0950,1.004
0.533000,0.0044,1.0010,0.0904,1.005
0.534000,0.0046,1.0012,0.0782,1.004
0.535000,0.0046,1.0000,0.0711,1.003
0.537000,0.0044,0.9992,0.0594,1.001
0.537000,0.0051,1.0014,0.0454,1.002
0.538000,0.0046,1.0019,0.0371,1.003
0.538000,0.0051,1.0014,0.0222,1.002
0.557000,0.0051,1.0024,0.0154,1.003
0.557000,0.0056,1.0007,0.0012,1.001
0.558000,0.0051,1.0017,-0.0100,1.002
0.558000,0.0051,1.0019,-0.0171,1.002
0.558000,0.0064,1.0022,-0.0318,1.003
0.558000,0.0061,1.0024,-0.0445,1.003
0.559000,0.0064,1.0017,-0.0506,1.003
0.559000,0.0073,1.0022,-0.0606,1.004
0.559000,0.0056,1.0014,-0.0657,1.004
0.560000,0.0064,1.0029,-0.0740,1.006
0.560000,0.0068,1.0024,-0.0823,1.006
0.560000,0.0071,1.0036,-0.0860,1.007
0.561000,0.0071,1.0032,-0.0906,1.007
0.561000,0.0061,1.0032,-0.0936,1.008
0.565000,0.0071,1.0027,-0.0938,1.007
0.566000,0.0076,1.0034,-0.0926,1.008
0.567000,0.0078,1.0017,-0.0941,1.006
0.570000,0.0066,1.0027,-0.0902,1.007
0.573000,0.0081,1.0024,-0.0870,1.006
0.573000,0.0071,1.0036,-0.0836,1.007
0.574000,0.0066,1.0032,-0.0760,1.006
0.576000,0.0061,1.0019,-0.0704,1.004
0.579000,0.0059,1.0029,-0.0613,1.005
0.581000,0.0073,1.0029,-0.0506,1.004
0.582000,0.0064,1.0022,-0.0454,1.003
0.584000,0.0051,1.0034,-0.0327,1.004
0.587000,0.0066,1.0005,-0.0274,1.001
0.589000,0.0051,1.0022,-0.0122,1.002
0.590000,0.0049,1.0019,-0.0020,1.002
0.592000,0.0056,1.0014,0.0059,1.001
0.594000,0.0051,1.0017,0.0210,1.002
0.597000,0.0051,1.0000,0.0327,1.001
0.599000,0.0044,1.0005,0.0393,1.001
0.601000,0.0046,0.9992,0.0533,1.001
0.602000,0.0044,1.0000,0.0594,1.002
0.604000,0.0046,1.0007,0.0701,1.003
0.606000,0.0042,1.0017,0.0787,1.005
0.609000,0.0039,1.0019,0.0831,1.005
0.611000,0.0042,1.0002,0.0919,1.004
0.627000,0.0044,1.0012,0.0960,1.006
0.628000,0.0049,1.0014,0.1026,1.007
0.630000,0.0046,1.0010,0.1060,1.007
0.631000,0.0046,1.0007,0.1085,1.007
0.632000,0.0042,0.9992,0.1095,1.005
0.633000,0.0049,1.0002,0.1104,1.006
0.635000,0.0044,1.0000,0.1099,1.006
0.639000,0.0044,1.0012,0.1082,1.007
0.640000,0.0046,1.0007,0.1033,1.006
0.641000,0.0046,0.9988,0.1011,1.004
0.642000,0.0039,0.9997,0.0928,1.004
0.643000,0.0046,1.0012,0.0899,1.005
0.644000,0.0046,1.0010,0.0818,1.004
0.645000,0.0049,1.0000,0.0765,1.003
0.647000,0.0051,1.0002,0.0669,1.002
0.648000,0.0049,1.0000,0.0552,1.002
0.649000,0.0046,1.0017,0.0501,1.003
0.650000,0.0046,1.0002,0.0374,1.001
0.651000,0.0044,1.0002,0.0232,1.000
0.652000,0.0046,1.0005,0.0181,1.001
0.652000,0.0044,1.0010,0.0039,1.001
0.657000,0.0049,1.0019,-0.0027,1.002
0.658000,0.0059,1.0010,-0.0115,1.001
0.659000,0.0061,1.0027,-0.0244,1.003
0.661000,0.0054,1.0010,-0.0303,1.001
0.666000,0.0061,1.0017,-0.0415,1.003
0.666000,0.0051,1.0032,-0.0472,1.004
0.668000,0.0068,1.0039,-0.0564,1.005
0.671000,0.0073,1.0032,-0.0635,1.005
0.671000,0.0061,1.0032,-0.0674,1.005
0.673000,0.0066,1.0022,-0.0738,1.005
0.675000,0.0061,1.0012,-0.0784,1.004
0.676000,0.0046,1.0005,-0.0792,1.004
0.679000,0.0056,1.0019,-0.0806,1.005
0.681000,0.0051,1.0012,-0.0818,1.005
0.682000,0.0049,1.0041,-0.0799,1.007
0.684000,0.0056,1.0034,-0.0777,1.006
0.687000,0.0059,1.0017,-0.0757,1.005
0.690000,0.0061,1.0017,-0.0674,1.004
0.691000,0.0061,1.0017,-0.0674,1.004
0.692000,0.0051,1.0019,-0.0591,1.004
0.694000,0.0054,1.0029,-0.0516,1.004
0.697000,0.0054,1.0039,-0.0489,1.005
0.699000,0.0049,1.0051,-0.0398,1.006
0.700000,0.0059,1.0044,-0.0281,1.005
0.702000,0.0056,1.0034,-0.0237,1.004
0.704000,0.0059,1.0019,-0.0122,1.002
0.706000,0.0073,1.0027,-0.0059,1.003
0.708000,0.0056,1.0002,0.0039,1.000
0.710000,0.0046,1.0014,0.0161,1.002
0.712000,0.0046,1.0010,0.0235,1.001
0.723000,0.0049,1.0022,0.0357,1.003
0.723000,0.0046,1.0012,0.0403,1.002
0.724000,0.0046,1.0014,0.0528,1.003
0.724000,0.0046,1.0005,0.0628,1.002
0.724000,0.0042,0.9997,0.0662,1.002
0.725000,0.0049,1.0007,0.0752,1.004
0.727000,0.0046,1.0012,0.0821,1.005
0.728000,0.0049,1.0019,0.0848,1.006
0.731000,0.0046,1.0007,0.0906,1.005
0.733000,0.0049,1.0010,0.0945,1.005
0.734000,0.0046,1.0000,0.0958,1.005
0.737000,0.0044,0.9990,0.0977,1.004
0.739000,0.0046,1.0010,0.0970,1.006
0.740000,0.0046,1.0010,0.0965,1.006
0.742000,0.0046,1.0010,0.0960,1.006
0.744000,0.0049,0.9997,0.0926,1.004
0.754000,0.0046,1.0012,0.0904,1.005
0.756000,0.0044,1.0010,0.0838,1.004
0.757000,0.0046,1.0010,0.0801,1.004
0.758000,0.0051,1.0010,0.0723,1.004
0.759000,0.0049,0.9985,0.0701,1.001
0.761000,0.0046,1.0002,0.0594,1.002
0.761000,0.0054,1.0005,0.0547,1.002
0.764000,0.0049,0.9995,0.0440,1.000
0.765000,0.0049,1.0014,0.0322,1.002
0.765000,0.0044,1.0005,0.0276,1.001
0.768000,0.0049,1.0017,0.0139,1.002
0.771000,0.0049,1.0010,0.0098,1.001
0.772000,0.0059,1.0019,-0.0002,1.002
0.773000,0.0059,1.0002,-0.0098,1.000
0.774000,0.0054,1.0010,-0.0147,1.001
0.776000,0.0049,1.0024,-0.0237,1.003
0.779000,0.0056,1.0019,-0.0293,1.002
0.781000,0.0049,1.0027,-0.0379,1.003
0.783000,0.0064,1.0029,-0.0467,1.004
0.785000,0.0066,1.0027,-0.0508,1.004
0.787000,0.0081,1.0039,-0.0589,1.006
0.789000,0.0073,1.0022,-0.0630,1.004
0.791000,0.0064,1.0027,-0.0650,1.005
0.792000,0.0068,1.0024,-0.0679,1.005
0.794000,0.0064,1.0027,-0.0704,1.005
0.798000,0.0064,1.0024,-0.0706,1.005
0.800000,0.0066,1.0014,-0.0699,1.004
0.801000,0.0059,1.0022,-0.0691,1.005
0.803000,0.0061,1.0010,-0.0643,1.003
0.804000,0.0049,1.0024,-0.0621,1.004
0.807000,0.0054,1.0036,-0.0584,1.005
0.809000,0.0071,1.0049,-0.0498,1.006
0.810000,0.0071,1.0049,-0.0498,1.006
0.812000,0.0071,1.0034,-0.0435,1.004
0.823000,0.0061,1.0029,-0.0337,1.003
0.824000,0.0068,1.0027,-0.0298,1.003
0.824000,0.0056,1.0014,-0.0195,1.002
0.825000,0.0051,1.0010,-0.0132,1.001
0.825000,0.0046,1.0010,-0.0051,1.001
0.825000,0.0051,1.0012,0.0049,1.001
0.827000,0.0046,1.0012,0.0107,1.001
0.828000,0.0051,1.0017,0.0203,1.002
0.832000,0.0051,1.0017,0.0269,1.002
0.833000,0.0051,1.0014,0.0364,1.002
0.834000,0.0064,1.0014,0.0450,1.002
0.837000,0.0049,1.0019,0.0501,1.003
0.839000,0.0046,1.0017,0.0596,1.003
0.841000,0.0046,1.0012,0.0672,1.003
0.843000,0.0046,1.0010,0.0704,1.003
0.845000,0.0044,1.0010,0.0770,1.004
0.862000,0.0046,1.0002,0.0784,1.003
0.863000,0.0046,0.9992,0.0826,1.003
0.863000,0.0046,0.9992,0.0877,1.003
0.863000,0.0051,0.9983,0.0877,1.002
0.864000,0.0044,1.0002,0.0862,1.004
0.864000,0.0044,0.9995,0.0858,1.003
0.864000,0.0046,1.0000,0.0850,1.004
0.865000,0.0049,1.0017,0.0833,1.005
0.865000,0.0046,1.0010,0.0826,1.004
0.865000,0.0042,1.0007,0.0777,1.004
0.871000,0.0046,1.0014,0.0716,1.004
0.872000,0.0051,1.0005,0.0652,1.003
0.872000,0.0046,1.0014,0.0616,1.003
0.873000,0.0046,1.0012,0.0569,1.003
0.875000,0.0046,0.9997,0.0489,1.001
0.878000,0.0046,0.9997,0.0410,1.001
0.879000,0.0046,0.9997,0.0357,1.000
0.882000,0.0046,1.0012,0.0264,1.002
0.883000,0.0056,1.0010,0.0205,1.001
0.884000,0.0046,1.0010,0.0100,1.001
0.887000,0.0046,1.0007,0.0020,1.001
0.889000,0.0059,1.0027,-0.0037,1.003
0.890000,0.0061,1.0019,-0.0100,1.002
0.893000,0.0054,1.0027,-0.0198,1.003
0.895000,0.0066,1.0022,-0.0242,1.002
0.899000,0.0061,1.0034,-0.0315,1.004
0.900000,0.0061,1.0046,-0.0362,1.005
0.902000,0.0054,1.0022,-0.0425,1.003
0.903000,0.0054,1.0032,-0.0474,1.004
0.905000,0.0064,1.0029,-0.0513,1.004
0.907000,0.0054,1.0007,-0.0552,1.002
0.909000,0.0049,1.0041,-0.0567,1.006
0.911000,0.0066,1.0032,-0.0599,1.005
0.914000,0.0054,1.0024,-0.0606,1.004
0.915000,0.0066,1.0032,-0.0608,1.005
0.932000,0.0068,1.0010,-0.0577,1.003
0.934000,0.0061,1.0024,-0.0555,1.004
0.935000,0.0056,1.0019,-0.0537,1.003
0.936000,0.0059,1.0024,-0.0513,1.004
0.937000,0.0054,1.0027,-0.0476,1.004
0.937000,0.0066,1.0012,-0.0420,1.002
0.938000,0.0066,1.0019,-0.0369,1.003
0.940000,0.0066,1.0019,-0.0337,1.003
0.941000,0.0054,1.0012,-0.0235,1.001
0.942000,0.0051,1.0014,-0.0183,1.002
0.943000,0.0064,1.0027,-0.0107,1.003
0.945000,0.0056,1.0012,-0.0034,1.001
0.945000,0.0061,1.0022,0.0000,1.002
0.947000,0.0054,1.0027,0.0112,1.003
0.947000,0.0068,1.0022,0.0203,1.002
0.948000,0.0064,1.0014,0.0252,1.002
0.950000,0.0044,1.0010,0.0337,1.002
0.951000,0.0042,1.0007,0.0384,1.001
0.961000,0.0049,1.0019,0.0454,1.003
0.962000,0.0046,1.0005,0.0542,1.002
0.962000,0.0046,1.0002,0.0589,1.002
0.962000,0.0049,0.9995,0.0652,1.002
0.963000,0.0046,1.0000,0.0674,1.002
0.963000,0.0046,0.9997,0.0718,1.002
0.970000,0.0049,0.9992,0.0755,1.002
0.971000,0.0046,1.0007,0.0752,1.004
0.971000,0.0044,1.0024,0.0772,1.005
0.972000,0.0046,1.0012,0.0787,1.004
0.972000,0.0049,1.0022,0.0782,1.005
0.974000,0.0054,1.0000,0.0782,1.003
0.977000,0.0049,1.0007,0.0765,1.004
0.978000,0.0054,1.0017,0.0743,1.004
0.981000,0.0049,1.0005,0.0699,1.003
0.983000,0.0046,1.0017,0.0674,1.004
0.984000,0.0049,1.0010,0.0613,1.003
0.986000,0.0046,1.0019,0.0581,1.004
0.990000,0.0049,1.0012,0.0491,1.002
0.991000,0.0049,1.0002,0.0457,1.001
0.992000,0.0049,1.0002,0.0415,1.001
0.994000,0.0051,1.0012,0.0308,1.002
0.996000,0.0049,1.0007,0.0286,1.001
0.999000,0.0049,1.0012,0.0193,1.001
1.001000,0.0046,1.0010,0.0090,1.001
1.003000,0.0044,1.0010,0.0046,1.001
1.004000,0.0049,1.0019,-0.0034,1.002
1.007000,0.0061,1.0017,-0.0086,1.002
1.009000,0.0059,1.0017,-0.0134,1.002
1.010000,0.0051,1.0019,-0.0215,1.002
1.012000,0.0061,1.0014,-0.0230,1.002
1.028000,0.0061,1.0024,-0.0308,1.003
1.041000,0.0061,1.0014,-0.0381,1.002
1.042000,0.0049,1.0014,-0.0410,1.002
1.042000,0.0051,1.0049,-0.0447,1.006
1.043000,0.0064,1.0022,-0.0459,1.003
1.044000,0.0066,1.0029,-0.0479,1.004
1.045000,0.0078,1.0029,-0.0525,1.004
1.046000,0.0068,1.0022,-0.0518,1.004
1.047000,0.0083,1.0022,-0.0525,1.004
1.048000,0.0076,1.0017,-0.0506,1.003
1.049000,0.0059,1.0010,-0.0506,1.002
1.049000,0.0064,1.0024,-0.0462,1.004
1.051000,0.0071,1.0029,-0.0459,1.004
1.052000,0.0071,1.0014,-0.0401,1.002
1.053000,0.0051,1.0014,-0.0349,1.002
1.053000,0.0073,1.0036,-0.0318,1.004
1.054000,0.0059,1.0044,-0.0261,1.005
1.054000,0.0073,1.0017,-0.0147,1.002
1.054000,0.0073,1.0017,-0.0147,1.002
1.055000,0.0064,1.0029,-0.0076,1.003
1.055000,0.0064,1.0010,-0.0049,1.001
1.058000,0.0056,1.0014,0.0042,1.001
1.058000,0.0046,1.0014,0.0125,1.002
1.061000,0.0051,1.0010,0.0164,1.001
1.062000,0.0054,1.0007,0.0249,1.001
1.066000,0.0056,1.0005,0.0281,1.001
1.067000,0.0046,1.0017,0.0364,1.002
1.069000,0.0049,1.0010,0.0447,1.002
1.071000,0.0044,1.0002,0.0464,1.001
1.072000,0.0046,0.9997,0.0530,1.001
1.074000,0.0046,0.9992,0.0550,1.001
1.077000,0.0046,1.0005,0.0608,1.002
1.079000,0.0046,1.0007,0.0640,1.003
1.080000,0.0049,1.0014,0.0662,1.004
1.083000,0.0051,1.0007,0.0704,1.003
1.084000,0.0044,1.0005,0.0704,1.003
1.087000,0.0044,1.0010,0.0716,1.004
1.089000,0.0051,1.0002,0.0723,1.003
1.091000,0.0046,1.0012,0.0709,1.004
1.092000,0.0046,1.0024,0.0682,1.005
1.094000,0.0051,1.0017,0.0660,1.004
1.097000,0.0049,1.0022,0.0643,1.004
1.106000,0.0049,1.0010,0.0625,1.003
1.107000,0.0046,1.0017,0.0584,1.003
1.107000,0.0042,1.0010,0.0518,1.002
1.107000,0.0046,1.0019,0.0464,1.003
1.108000,0.0051,1.0007,0.0418,1.002
1.110000,0.0059,1.0024,0.0347,1.003
1.111000,0.0054,1.0019,0.0303,1.002
1.113000,0.0056,1.0022,0.0266,1.003
1.140000,0.0046,1.0014,0.0166,1.002
1.141000,0.0046,1.0012,0.0137,1.001
1.141000,0.0051,1.0019,0.0051,1.002
1.142000,0.0046,1.0005,-0.0027,1.000
1.142000,0.0049,0.9995,-0.0054,1.000
1.142000,0.0046,1.0014,-0.0110,1.002
