time,gFx,gFy,gFz,TgF
0.303000,0.0015,0.9966,0.0933,1.001
0.305000,0.0007,0.9966,0.0924,1.001
0.318000,0.0027,0.9970,0.0931,1.001
0.318000,0.0012,0.9973,0.0921,1.002
0.319000,0.0002,0.9968,0.0921,1.001
0.319000,0.0000,0.9975,0.0941,1.002
0.319000,0.0007,0.9975,0.0936,1.002
0.320000,0.0015,0.9970,0.0931,1.001
0.320000,0.0007,0.9973,0.0931,1.002
0.321000,-0.0007,0.9963,0.0931,1.001
0.324000,0.0007,0.9958,0.0941,1.000
0.326000,0.0012,0.9951,0.0945,1.000
0.330000,0.0007,0.9944,0.0938,0.999
0.331000,-0.0002,0.9939,0.0945,0.998
0.335000,0.0005,0.9948,0.0941,0.999
0.336000,-0.0015,0.9946,0.0953,0.999
0.337000,-0.0005,0.9953,0.0950,1.000
0.338000,0.0020,0.9941,0.0948,0.999
0.352000,0.0007,0.9956,0.0943,1.000
0.354000,0.0017,0.9968,0.0936,1.001
0.354000,0.0015,0.9961,0.0938,1.000
0.356000,0.0027,0.9973,0.0916,1.001
0.357000,0.0020,0.9975,0.0921,1.002
0.358000,0.0024,0.9970,0.0931,1.001
0.359000,0.0010,0.9966,0.0916,1.001
0.359000,0.0007,0.9978,0.0919,1.002
0.360000,0.0010,0.9975,0.0931,1.002
0.361000,0.0000,0.9973,0.0950,1.002
0.362000,0.0007,0.9963,0.0936,1.001
0.362000,0.0012,0.9961,0.0938,1.000
0.366000,0.0000,0.9980,0.0936,1.002
0.367000,0.0010,0.9978,0.0933,1.002
0.368000,0.0012,0.9966,0.0938,1.001
0.370000,0.0015,0.9966,0.0933,1.001
0.372000,0.0010,0.9968,0.0921,1.001
0.377000,0.0000,0.9978,0.0933,1.002
0.378000,0.0000,0.9961,0.0941,1.000
0.379000,0.0007,0.9956,0.0943,1.000
0.380000,0.0007,0.9944,0.0931,0.999
0.382000,-0.0002,0.9951,0.0948,1.000
0.385000,0.0002,0.9963,0.0931,1.001
0.386000,0.0002,0.9963,0.0931,1.001
0.387000,0.0015,0.9958,0.0943,1.000
0.389000,0.0015,0.9975,0.0921,1.002
0.400000,0.0012,0.9980,0.0926,1.002
0.401000,-0.0002,0.9968,0.0933,1.001
0.401000,0.0007,0.9963,0.0926,1.001
0.402000,0.0020,0.9966,0.0921,1.001
0.402000,0.0017,0.9978,0.0931,1.002
0.403000,0.0020,0.9963,0.0936,1.001
0.403000,0.0015,0.9973,0.0926,1.002
0.405000,0.0015,0.9956,0.0921,1.000
0.408000,0.0005,0.9966,0.0916,1.001
0.410000,0.0017,0.9958,0.0931,1.000
0.411000,0.0017,0.9953,0.0931,1.000
0.413000,0.0020,0.9970,0.0909,1.001
0.415000,0.0000,0.9980,0.0916,1.002
0.418000,-0.0015,0.9985,0.0919,1.003
0.419000,-0.0012,0.9973,0.0936,1.002
0.421000,-0.0012,0.9963,0.0945,1.001
0.423000,0.0012,0.9968,0.0938,1.001
0.432000,0.0017,0.9963,0.0941,1.001
0.433000,0.0017,0.9958,0.0938,1.000
0.433000,0.0007,0.9966,0.0931,1.001
0.433000,0.0002,0.9956,0.0945,1.000
0.434000,0.0020,0.9956,0.0945,1.000
0.436000,0.0012,0.9939,0.0919,0.998
0.437000,0.0012,0.9951,0.0938,1.000
0.439000,0.0017,0.9966,0.0916,1.001
0.442000,0.0000,0.9966,0.0926,1.001
0.444000,0.0015,0.9970,0.0938,1.001
0.446000,0.0005,0.9968,0.0933,1.001
0.448000,0.0002,0.9968,0.0943,1.001
0.450000,0.0015,0.9968,0.0938,1.001
0.451000,0.0017,0.9961,0.0938,1.000
0.453000,0.0015,0.9951,0.0945,1.000
0.455000,0.0007,0.9953,0.0938,1.000
0.458000,0.0002,0.9944,0.0950,0.999
0.460000,0.0000,0.9939,0.0953,0.998
0.461000,-0.0005,0.9944,0.0953,0.999
0.463000,0.0007,0.9941,0.0948,0.999
0.466000,0.0010,0.9953,0.0943,1.000
0.468000,0.0012,0.9958,0.0941,1.000
0.469000,0.0000,0.9956,0.0945,1.000
0.471000,0.0000,0.9939,0.0931,0.998
0.478000,0.0000,0.9956,0.0955,1.000
0.479000,0.0000,0.9934,0.0953,0.998
0.481000,0.0000,0.9941,0.0936,0.999
0.482000,-0.0005,0.9946,0.0933,0.999
0.483000,0.0002,0.9939,0.0933,0.998
0.484000,0.0002,0.9936,0.0936,0.998
0.486000,0.0002,0.9946,0.0933,0.999
0.487000,0.0002,0.9953,0.0941,1.000
0.489000,0.0010,0.9961,0.0938,1.000
0.493000,0.0000,0.9944,0.0941,0.999
0.494000,0.0005,0.9958,0.0931,1.000
0.496000,0.0017,0.9958,0.0931,1.000
0.498000,0.0005,0.9966,0.0919,1.001
0.501000,0.0015,0.9958,0.0921,1.000
0.502000,0.0027,0.9953,0.0933,1.000
0.505000,-0.0002,0.9961,0.0941,1.000
0.507000,-0.0002,0.9961,0.0941,1.000
0.509000,0.0007,0.9953,0.0914,1.000
0.510000,0.0000,0.9963,0.0931,1.001
0.526000,0.0020,0.9944,0.0933,0.999
0.538000,0.0010,0.9958,0.0943,1.000
0.539000,0.0012,0.9961,0.0931,1.000
0.544000,0.0002,0.9951,0.0928,0.999
0.545000,0.0000,0.9968,0.0916,1.001
0.546000,0.0000,0.9970,0.0924,1.001
0.546000,0.0005,0.9973,0.0936,1.002
0.547000,-0.0002,0.9966,0.0938,1.001
0.547000,-0.0007,0.9958,0.0945,1.000
0.547000,-0.0015,0.9929,0.0948,0.997
0.547000,-0.0020,0.9936,0.0950,0.998
0.548000,-0.0024,0.9931,0.0965,0.998
0.548000,-0.0015,0.9934,0.0958,0.998
0.548000,-0.0015,0.9944,0.0963,0.999
0.549000,-0.0032,0.9934,0.0953,0.998
0.549000,-0.0024,0.9919,0.0960,0.997
0.549000,-0.0007,0.9956,0.0953,1.000
0.549000,-0.0015,0.9970,0.0958,1.002
0.550000,-0.0012,0.9941,0.0958,0.999
0.550000,-0.0002,0.9951,0.0953,1.000
0.555000,0.0000,0.9951,0.0958,1.000
0.555000,-0.0002,0.9951,0.0941,1.000
0.555000,-0.0007,0.9963,0.0950,1.001
0.563000,0.0000,0.9941,0.0958,0.999
0.563000,0.0005,0.9956,0.0941,1.000
0.563000,0.0010,0.9948,0.0943,0.999
0.566000,0.0020,0.9970,0.0926,1.001
0.568000,0.0012,0.9961,0.0941,1.000
0.568000,0.0000,0.9966,0.0926,1.001
0.569000,0.0017,0.9961,0.0933,1.000
0.571000,0.0012,0.9961,0.0931,1.000
0.573000,0.0010,0.9970,0.0931,1.001
0.576000,0.0005,0.9970,0.0924,1.001
0.578000,0.0005,0.9968,0.0911,1.001
0.579000,0.0005,0.9973,0.0921,1.002
0.582000,0.0005,0.9968,0.0933,1.001
0.583000,0.0010,0.9968,0.0941,1.001
0.585000,0.0020,0.9961,0.0945,1.001
0.588000,0.0024,0.9968,0.0948,1.001
0.589000,0.0010,0.9970,0.0928,1.001
0.604000,0.0012,0.9953,0.0941,1.000
0.606000,0.0002,0.9948,0.0950,0.999
0.610000,0.0007,0.9948,0.0936,0.999
0.610000,0.0007,0.9931,0.0936,0.998
0.611000,0.0000,0.9931,0.0948,0.998
0.613000,-0.0002,0.9939,0.0943,0.998
0.614000,-0.0017,0.9931,0.0933,0.998
0.614000,-0.0007,0.9953,0.0926,1.000
0.614000,-0.0005,0.9948,0.0948,0.999
0.615000,0.0005,0.9968,0.0953,1.001
0.615000,0.0012,0.9958,0.0928,1.000
0.634000,0.0017,0.9963,0.0919,1.001
0.635000,0.0012,0.9973,0.0921,1.002
0.635000,0.0007,0.9980,0.0941,1.002
0.636000,0.0007,0.9973,0.0943,1.002
0.636000,-0.0005,0.9946,0.0945,0.999
0.636000,0.0005,0.9963,0.0943,1.001
0.637000,0.0007,0.9963,0.0941,1.001
0.637000,0.0015,0.9963,0.0931,1.001
0.637000,0.0005,0.9973,0.0921,1.002
0.637000,0.0000,0.9992,0.0926,1.004
0.638000,0.0005,0.9968,0.0931,1.001
0.638000,0.0007,0.9963,0.0945,1.001
0.638000,0.0020,0.9961,0.0950,1.001
0.639000,0.0022,0.9956,0.0948,1.000
0.642000,0.0010,0.9968,0.0938,1.001
0.643000,0.0007,0.9973,0.0926,1.002
0.650000,0.0010,0.9958,0.0936,1.000
0.651000,0.0005,0.9961,0.0938,1.000
0.652000,0.0005,0.9975,0.0945,1.002
0.652000,0.0010,0.9966,0.0943,1.001
0.653000,0.0007,0.9951,0.0931,0.999
0.655000,-0.0005,0.9939,0.0931,0.998
0.665000,0.0007,0.9953,0.0936,1.000
0.665000,0.0000,0.9941,0.0950,0.999
0.665000,-0.0005,0.9946,0.0963,0.999
0.666000,-0.0005,0.9944,0.0955,0.999
0.666000,-0.0005,0.9948,0.0953,0.999
0.668000,0.0007,0.9948,0.0965,1.000
0.670000,-0.0002,0.9941,0.0936,0.999
0.672000,0.0005,0.9956,0.0938,1.000
0.674000,0.0002,0.9941,0.0943,0.999
0.675000,0.0007,0.9948,0.0936,0.999
0.677000,-0.0002,0.9941,0.0953,0.999
0.679000,-0.0005,0.9946,0.0958,0.999
0.682000,-0.0015,0.9936,0.0963,0.998
0.684000,0.0000,0.9946,0.0943,0.999
0.686000,0.0007,0.9944,0.0955,0.999
0.688000,0.0017,0.9948,0.0945,0.999
0.689000,0.0005,0.9946,0.0941,0.999
0.711000,0.0020,0.9944,0.0933,0.999
0.713000,0.0024,0.9963,0.0921,1.001
0.714000,0.0010,0.9975,0.0916,1.002
0.715000,0.0012,0.9978,0.0906,1.002
0.717000,0.0005,0.9988,0.0936,1.003
0.717000,0.0007,0.9975,0.0926,1.002
0.718000,0.0005,0.9995,0.0926,1.004
0.719000,0.0010,0.9973,0.0928,1.002
0.720000,0.0000,0.9985,0.0938,1.003
0.721000,0.0010,0.9973,0.0921,1.002
0.722000,0.0010,0.9970,0.0943,1.001
0.732000,0.0015,0.9948,0.0945,0.999
0.733000,0.0005,0.9948,0.0941,0.999
0.734000,0.0010,0.9953,0.0943,1.000
0.735000,-0.0007,0.9939,0.0955,0.998
0.736000,0.0002,0.9941,0.0958,0.999
0.736000,-0.0010,0.9939,0.0936,0.998
0.736000,-0.0005,0.9939,0.0950,0.998
0.737000,0.0010,0.9951,0.0955,1.000
0.737000,0.0000,0.9941,0.0931,0.998
0.737000,-0.0002,0.9941,0.0955,0.999
0.738000,-0.0007,0.9934,0.0953,0.998
0.738000,-0.0012,0.9946,0.0965,0.999
0.738000,-0.0010,0.9934,0.0948,0.998
0.744000,-0.0010,0.9936,0.0955,0.998
0.744000,-0.0005,0.9936,0.0955,0.998
0.745000,-0.0007,0.9944,0.0965,0.999
0.746000,0.0010,0.9946,0.0943,0.999
0.750000,0.0002,0.9941,0.0955,0.999
0.750000,0.0000,0.9948,0.0941,0.999
0.751000,-0.0002,0.9939,0.0936,0.998
0.753000,0.0000,0.9958,0.0948,1.000
0.755000,0.0010,0.9951,0.0933,0.999
0.758000,0.0017,0.9968,0.0928,1.001
0.763000,0.0020,0.9968,0.0928,1.001
0.764000,0.0010,0.9973,0.0926,1.002
0.764000,0.0007,0.9966,0.0941,1.001
0.765000,0.0015,0.9961,0.0938,1.000
0.767000,0.0000,0.9953,0.0948,1.000
0.769000,0.0012,0.9956,0.0931,1.000
0.771000,0.0015,0.9946,0.0924,0.999
0.773000,0.0012,0.9963,0.0911,1.000
0.776000,0.0002,0.9978,0.0919,1.002
0.779000,0.0005,0.9970,0.0945,1.002
0.781000,0.0005,0.9966,0.0936,1.001
0.782000,0.0012,0.9966,0.0921,1.001
0.785000,0.0012,0.9963,0.0924,1.001
0.786000,0.0017,0.9966,0.0933,1.001
0.789000,0.0010,0.9966,0.0914,1.001
0.791000,0.0024,0.9968,0.0928,1.001
0.796000,0.0012,0.9956,0.0924,1.000
0.796000,0.0007,0.9963,0.0931,1.001
0.799000,0.0010,0.9966,0.0938,1.001
0.799000,0.0017,0.9953,0.0924,1.000
0.801000,0.0017,0.9941,0.0941,0.999
0.803000,0.0017,0.9956,0.0953,1.000
0.806000,0.0000,0.9953,0.0933,1.000
0.806000,0.0000,0.9939,0.0933,0.998
0.823000,0.0000,0.9953,0.0950,1.000
0.824000,0.0000,0.9944,0.0945,0.999
0.826000,-0.0002,0.9948,0.0933,0.999
0.828000,-0.0012,0.9941,0.0936,0.999
0.828000,0.0005,0.9946,0.0941,0.999
0.829000,0.0012,0.9944,0.0943,0.999
0.831000,0.0017,0.9946,0.0963,0.999
0.832000,-0.0002,0.9941,0.0948,0.999
0.833000,-0.0012,0.9953,0.0955,1.000
0.834000,-0.0012,0.9956,0.0967,1.000
0.835000,-0.0007,0.9958,0.0953,1.000
0.836000,-0.0002,0.9956,0.0965,1.000
0.837000,0.0015,0.9951,0.0938,1.000
0.838000,-0.0002,0.9966,0.0933,1.001
0.839000,0.0000,0.9953,0.0945,1.000
0.841000,0.0010,0.9958,0.0936,1.000
0.842000,0.0015,0.9953,0.0958,1.000
0.862000,0.0017,0.9956,0.0945,1.000
0.863000,0.0017,0.9966,0.0948,1.001
0.864000,0.0002,0.9946,0.0948,0.999
0.864000,0.0012,0.9961,0.0953,1.001
0.866000,0.0002,0.9951,0.0943,1.000
0.867000,-0.0002,0.9946,0.0963,0.999
0.868000,-0.0005,0.9929,0.0948,0.997
0.869000,-0.0007,0.9944,0.0958,0.999
0.870000,-0.0002,0.9941,0.0958,0.999
0.870000,-0.0005,0.9934,0.0943,0.998
0.871000,-0.0020,0.9946,0.0970,0.999
0.872000,-0.0020,0.9961,0.0955,1.001
0.872000,0.0005,0.9951,0.0963,1.000
0.873000,0.0007,0.9956,0.0958,1.000
0.873000,0.0022,0.9963,0.0945,1.001
0.874000,0.0012,0.9975,0.0950,1.002
0.874000,-0.0007,0.9941,0.0933,0.998
0.878000,0.0010,0.9968,0.0933,1.001
0.879000,0.0000,0.9956,0.0941,1.000
0.880000,-0.0002,0.9951,0.0933,0.999
0.882000,-0.0002,0.9953,0.0933,1.000
0.883000,-0.0002,0.9953,0.0933,1.000
0.886000,0.0020,0.9958,0.0924,1.000
0.888000,0.0017,0.9963,0.0916,1.001
0.889000,0.0012,0.9973,0.0931,1.002
0.891000,0.0010,0.9973,0.0933,1.002
0.894000,0.0000,0.9961,0.0955,1.001
0.895000,0.0010,0.9956,0.0950,1.000
0.898000,0.0012,0.9961,0.0948,1.001
0.899000,0.0012,0.9948,0.0938,0.999
0.902000,0.0015,0.9944,0.0936,0.999
0.903000,-0.0005,0.9961,0.0936,1.000
0.905000,0.0007,0.9961,0.0948,1.001
0.908000,0.0015,0.9951,0.0933,0.999
0.925000,-0.0005,0.9951,0.0945,1.000
0.926000,0.0017,0.9956,0.0936,1.000
0.926000,-0.0005,0.9953,0.0938,1.000
0.926000,0.0005,0.9968,0.0941,1.001
0.927000,0.0015,0.9951,0.0938,1.000
0.927000,0.0005,0.9956,0.0945,1.000
0.928000,0.0012,0.9963,0.0931,1.001
0.928000,0.0012,0.9958,0.0936,1.000
0.928000,0.0012,0.9958,0.0936,1.000
0.957000,-0.0002,0.9963,0.0938,1.001
0.958000,0.0000,0.9961,0.0931,1.000
0.958000,-0.0002,0.9966,0.0943,1.001
0.958000,-0.0007,0.9956,0.0931,1.000
0.959000,0.0002,0.9953,0.0953,1.000
0.959000,0.0020,0.9961,0.0933,1.000
0.959000,0.0012,0.9951,0.0948,1.000
0.960000,0.0015,0.9946,0.0936,0.999
0.960000,0.0005,0.9968,0.0943,1.001
0.961000,0.0017,0.9961,0.0931,1.000
0.961000,0.0020,0.9968,0.0924,1.001
0.961000,0.0015,0.9973,0.0924,1.002
0.962000,0.0010,0.9980,0.0928,1.002
0.962000,-0.0007,0.9978,0.0953,1.002
0.962000,0.0005,0.9970,0.0921,1.001
0.963000,0.0010,0.9961,0.0933,1.000
0.963000,0.0005,0.9963,0.0938,1.001
0.963000,0.0007,0.9944,0.0933,0.999
0.969000,0.0007,0.9958,0.0926,1.000
0.971000,0.0000,0.9953,0.0936,1.000
0.972000,-0.0002,0.9963,0.0941,1.001
0.980000,0.0022,0.9944,0.0933,0.999
0.981000,-0.0002,0.9956,0.0943,1.000
0.982000,0.0005,0.9961,0.0933,1.000
0.984000,-0.0005,0.9944,0.0948,0.999
0.985000,-0.0007,0.9968,0.0963,1.001
0.986000,0.0010,0.9951,0.0955,1.000
0.987000,0.0002,0.9929,0.0953,0.997
0.988000,-0.0024,0.9931,0.0960,0.998
0.989000,-0.0015,0.9934,0.0963,0.998
0.990000,-0.0015,0.9951,0.0955,1.000
0.991000,-0.0015,0.9946,0.0948,0.999
0.993000,-0.0017,0.9944,0.0963,0.999
0.994000,-0.0007,0.9934,0.0953,0.998
0.998000,0.0005,0.9946,0.0955,0.999
1.000000,0.0010,0.9951,0.0958,1.000
1.001000,0.0010,0.9944,0.0948,0.999
1.003000,0.0017,0.9941,0.0953,0.999
1.004000,0.0017,0.9948,0.0928,0.999
1.007000,0.0020,0.9963,0.0921,1.001
1.008000,0.0007,0.9966,0.0928,1.001
1.022000,0.0007,0.9978,0.0938,1.002
1.022000,0.0000,0.9968,0.0926,1.001
1.023000,0.0005,0.9978,0.0931,1.002
1.023000,0.0010,0.9973,0.0928,1.002
1.023000,0.0005,0.9968,0.0928,1.001
1.023000,0.0002,0.9963,0.0945,1.001
1.025000,0.0012,0.9951,0.0941,1.000
1.046000,0.0010,0.9956,0.0936,1.000
1.046000,0.0015,0.9948,0.0916,0.999
1.046000,0.0015,0.9966,0.0924,1.001
1.046000,0.0010,0.9953,0.0928,1.000
1.047000,0.0017,0.9951,0.0928,0.999
1.047000,0.0017,0.9958,0.0921,1.000
1.047000,0.0027,0.9963,0.0914,1.000
1.047000,0.0039,0.9966,0.0921,1.001
1.047000,0.0024,0.9963,0.0926,1.001
1.048000,0.0007,0.9961,0.0933,1.000
1.048000,0.0007,0.9944,0.0941,0.999
1.048000,0.0007,0.9944,0.0941,0.999
1.048000,0.0015,0.9966,0.0945,1.001
1.049000,-0.0002,0.9936,0.0953,0.998
1.051000,-0.0005,0.9951,0.0955,1.000
1.053000,-0.0007,0.9948,0.0945,0.999
1.055000,0.0017,0.9951,0.0941,1.000
1.057000,0.0007,0.9953,0.0950,1.000
1.060000,0.0000,0.9934,0.0950,0.998
1.061000,0.0010,0.9951,0.0943,1.000
1.063000,0.0007,0.9936,0.0938,0.998
1.065000,0.0005,0.9946,0.0941,0.999
1.067000,0.0007,0.9953,0.0943,1.000
1.069000,0.0012,0.9956,0.0931,1.000
1.071000,0.0010,0.9956,0.0933,1.000
1.073000,0.0002,0.9958,0.0924,1.000
1.075000,0.0007,0.9963,0.0936,1.001
1.078000,0.0022,0.9951,0.0943,1.000
1.079000,0.0007,0.9968,0.0928,1.001
1.081000,0.0027,0.9961,0.0938,1.000
1.083000,0.0002,0.9968,0.0943,1.001
1.085000,-0.0002,0.9951,0.0938,1.000
1.087000,0.0010,0.9951,0.0941,1.000
1.089000,0.0022,0.9939,0.0945,0.998
1.091000,0.0007,0.9944,0.0941,0.999
1.098000,0.0012,0.9934,0.0938,0.998
1.099000,0.0017,0.9953,0.0928,1.000
1.099000,0.0020,0.9953,0.0933,1.000
1.100000,0.0007,0.9958,0.0936,1.000
1.101000,0.0012,0.9951,0.0938,1.000
1.105000,0.0002,0.9944,0.0936,0.999
1.106000,-0.0005,0.9948,0.0948,0.999
1.111000,0.0002,0.9948,0.0938,0.999
1.113000,0.0015,0.9946,0.0941,0.999
1.130000,0.0017,0.9956,0.0933,1.000
1.132000,0.0000,0.9956,0.0945,1.000
1.133000,0.0010,0.9953,0.0936,1.000
1.134000,0.0015,0.9944,0.0955,0.999
1.136000,0.0022,0.9944,0.0921,0.999
1.137000,0.0022,0.9948,0.0928,0.999
1.138000,0.0017,0.9958,0.0941,1.000
1.139000,0.0022,0.9953,0.0938,1.000
1.140000,0.0007,0.9953,0.0931,1.000
1.140000,0.0020,0.9953,0.0916,1.000
1.141000,0.0002,0.9958,0.0938,1.000
1.142000,0.0020,0.9956,0.0938,1.000
1.144000,0.0027,0.9978,0.0921,1.002
1.145000,0.0005,0.9980,0.0919,1.002
1.146000,0.0002,0.9973,0.0931,1.002
